area	district	address	floors	bedrooms	toilets	front	entrance	houseAspect	balconyAspect	price
92.0	Tân Bình	Đường Năm Châu, Phường 11				4.0				9950.0
84.0	Tân Phú	Đường Gò Dầu, Phường Tân Quý	1	2	1	4.0	9.0	Đông	Đông	7200.0
56.0	Quận 11	Đường Bình Thới	2	3	3	4.7	8.0			7500.0
61.1	Quận 11	Đường Ông Ích Khiêm	2	3	3	4.7	8.0			7400.0
44.0	Tân Phú	Đường Tây Thạnh, Phường Tây Thạnh	2			4.4	3.0			3950.0
52.8	Bình Tân	Đường Số 5, Phường Bình Hưng Hòa	2	3			7.0			4150.0
100.0	Quận 3	Đường Nguyễn Đình Chiểu, Phường 2								17700.0
80.0	Quận 3	Phường 14								14500.0
48.0	Tân Bình	Đường Phạm Phú Thứ, Phường 11		2	2	4.0	6.0			6600.0
78.0	Tân Phú	Đường Tân Hương, Phường Tân Quý	1	2	2	5.0	8.0	Đông	Đông	5600.0
70.0	Quận 3	Đường Cư xá Trần Quang Diệu, Phường 14	4	8						6600.0
60.0	Quận 1	Đường Bùi Viện, Phường Phạm Ngũ Lão								12500.0
60.0	Quận 1	Đường Bùi Viện, Phường Phạm Ngũ Lão								12500.0
98.0	Quận 3	Đường Lê Văn Sỹ, Phường 12	4							13500.0
80.0	Tân Phú	Đường Lũy Bán Bích, Phường Phú Thạnh	4			4.0	8.0			9500.0
85.5	Tân Phú	Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì	2			4.5	12.0			8700.0
160.0	Tân Phú	Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì	3			8.0	12.0			20000.0
28.0	Quận 3	Đường Nguyễn Đình Chiểu, Phường 4								4100.0
52.5	Quận 9	Đường Số 1, Phường Phú Hữu	2	3	3	3.5				2200.0
68.0	Tân Phú	Đường Nguyễn Thế Truyện, Phường Tân Sơn Nhì	3			4.0	6.0			7200.0
72.9	Phú Nhuận	Đường Nguyễn Trọng Tuyển, Phường 8	3							12000.0
68.0	Tân Phú	Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì	3			4.2	10.0			7800.0
64.0	Tân Phú	Đường Nguyễn Quý Anh				12.0	12.0			6400.0
55.0	Bình Tân	Đường Phạm Đăng Giản, Phường Bình Hưng Hòa								3600.0
62.3	Tân Phú	Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa				7.0	7.0			5200.0
84.5	Quận 10	Đường Sư Vạn Hạnh, Phường 12	3				8.0			14000.0
72.0	Tân Phú	Phố Lê Trọng Tấn, Phường Tây Thạnh	2	3	2	4.0	8.0			6000.0
63.0	Tân Phú	Đường Tân Hương, Phường Tân Quý				8.0	8.0			5150.0
	Gò Vấp	Đường Phan Huy Ích								6200.0
45.0	Tân Phú	Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì								6000.0
64.0	Tân Bình									8550.0
102.0	Tân Bình	Đường Út Tịch, Phường 4								12500.0
64.0	Tân Phú	Đường Tân Hương, Phường Tân Quý	4			4.0	6.0			6300.0
600.0	Thủ Đức	Đường Quốc Lộ 13								15700.0
15.0	Quận 8	Đường Dương Bá Trạc								1700.0
60.8	Tân Phú	Đường Dương Đức Hiền, Phường Tây Thạnh	2	2		4.0	6.0			5500.0
124.0	Bình Tân	Đường M1, Phường Bình Hưng Hòa	1			7.1	8.0			7400.0
80.0	Quận 1	Đường Nguyễn Hữu Cầu, Phường Tân Định								8000.0
54.0	Tân Phú	Đường Tân Sơn Nhì, Phường Tân Sơn Nhì	1			12.0	5.0			5400.0
160.0	Tân Phú	Đường Tô Hiệu, Phường Hiệp Tân				8.0	8.0			13500.0
310.0	Quận 3	Phố Kỳ Đồng, Phường 9	3				10.0	Đông-Bắc		55000.0
56.0	Tân Phú	139, Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ	3	4	3	4.0	6.0	Tây		8400.0
75.0	Phú Nhuận	Đường Lê Văn Sỹ, Phường 10	4				8.0			16000.0
87.5	Tân Phú	Phố Lê Trọng Tấn, Phường Sơn Kỳ				7.0	8.0			8900.0
272.0	Quận 3	Phố Bà Huyện Thanh Quan, Phường 6								35000.0
48.0	Quận 10	Đường Thành Thái, Phường 14	4	4	4	4.0	6.0			8000.0
85.2	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13	8							17000.0
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 12								16100.000000000002
85.2	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13	7							17000.0
27.0	Quận 1	Đường Nguyễn Cảnh Chân, Phường Cầu Kho	3	3	2	3.3	3.2			5500.0
	Tân Bình	Đường Nguyễn Thái Bình, Phường 4								7500.0
90.0	Nhà Bè	4ty2, Đường Lê Văn Lương, Xã Phước Kiển	3				10.0			4200.0
	Quận 3	Hẻm 361/45/, Đường Nguyễn Đình Chiểu, Phường 5	3	4	4	15.0	4.0			4800.0
30.0	Quận 3	HXH 453, Đường Lê Văn Sỹ, Phường 12								4800.0
170.0	Gò Vấp	Đường Lê Đức Thọ, Phường 6								7650.0
44.0	Phú Nhuận	498A, Đường Huỳnh Văn Bánh, Phường 13	5	3	3					7900.0
62.0	Tân Phú	Phố Lê Trọng Tấn, Phường Tây Thạnh				3.8	4.0			4000.0
56.0	Tân Phú	Đường Nguyễn Hữu Tiến, Phường Tây Thạnh	3			4.0	4.0			4950.0
42.4	Phú Nhuận	Đường Phan Xích Long, Phường 2								4000.0
37.0	Phú Nhuận	Đường Cô Giang, Phường 2	3	3	3			Tây		7800.0
67.5	Bình Thạnh	Đường Bùi Đình Túy, Phường 24								10000.0
55.0	Phú Nhuận	Đường Đoàn Thị Điểm								8700.0
	Quận 10	Đường 3/2, Phường 12								16800.0
85.0	Gò Vấp	Đường Lê Lợi, Phường 4	2	4	4	5.0	7.0			7300.0
112.5	Quận 10	Đường Sư Vạn Hạnh, Phường 12	3				8.0			24300.0
40.0	Phú Nhuận	Phường 7								7800.0
60.0	Quận 3	Đường Trần Quang Diệu, Phường 14	4			5.0	8.0			13000.0
68.0	Quận 1	Đường Bà Lê Chân, Phường Tân Định								8200.0
37.0	Bình Thạnh	Đường Nguyễn Văn Đậu, Phường 11	2	2	2	7.0	6.0			3750.0
50.0	Quận 10	Đường Cao Thắng, Phường 12	4	3	3			Tây-Bắc	Tây-Bắc	10200.0
95.0	Quận 3	Đường Điện Biên Phủ, Phường 1	4	4	5	15.0	5.0			6500.0
48.0	Quận 1	Đường Đinh Công Tráng, Phường Tân Định								8500.0
64.0	Quận 5	Đường Phan Văn Trị, Phường 2	3				6.0			10300.0
	Tân Bình	Đường Hoàng Văn Thụ, Phường 4								7500.0
86.0	Quận 10	Đường Cách Mạng Tháng Tám								16400.0
60.0	Tân Phú	Đường Chế Lan Viên, Phường Tây Thạnh	2	2	2	4.0	4.0			4900.0
68.0	Gò Vấp	Đường Phạm Văn Chiêu, Phường 9								5750.0
	Tân Bình	Đường Hoàng Hoa Thám, Phường 13								7200.0
	Tân Bình	Đường Đồng Đen, Phường 12								7200.0
47.25	Bình Thạnh	Đường Nguyễn Cửu Vân, Phường 17	2	3		4.5	4.5			7200.0
60.0	Tân Phú	Đường Gò Dầu, Phường Tân Quý	4			4.0				5000.0
	Tân Bình	Đường Hoàng Văn Thụ, Phường 4								7500.0
47.0	Quận 3	Đường Lê Văn Sỹ, Phường 12	2	2	2			Tây-Bắc	Tây-Bắc	8900.0
48.0	Quận 3	Đường Lý Chính Thắng, Phường 7								7650.0
97.5	Phú Nhuận	Phố Phan Đăng Lưu, Phường 5	5	7	8	7.0	7.0			12000.0
45.0	Phú Nhuận	Đường Nguyễn Kiệm, Phường 4	5	7						5850.0
100.0	Phú Nhuận	Đường Cô Giang								14500.0
	Tân Bình	Đường Trường Chinh, Phường 14								13500.0
171.0	Gò Vấp	Đường Lê Đức Thọ, Phường 6								7650.0
76.0	Quận 10	Đường Tô Hiến Thành, Phường 11								16500.0
40.0	Quận 1	Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh	3	3	3			Tây-Nam	Tây-Nam	13500.0
77.0	Quận 3	Đường Điện Biên Phủ, Phường 1	5							14000.0
55.0	Quận 3	Phố Nguyễn Thiện Thuật, Phường 2	3							8000.0
56.0	Tân Bình									6900.0
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								16100.000000000002
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								16200.0
65.0	Tân Bình									7300.0
70.0	Quận 3	Đường Lê Văn Sỹ, Phường 14	3				8.0			11800.0
52.0	Quận 1	Đường Trần Quang Khải, Phường Tân Định								6800.0
68.0	Tân Bình									7000.0
55.0	Quận 1	Đường Bùi Viện, Phường Phạm Ngũ Lão		7		4.0	4.0			11500.0
	Quận 7	Đường Lê Văn Lương, Phường Tân Hưng								1800.0
100.0	Quận 10	Đường Cách Mạng Tháng Tám								16100.000000000002
80.0	Quận 12	Hẻm 74 Đường Phan Văn Hớn, Phường Tân Thới Nhất								4900.0
75.0	Hóc Môn	Đường Lê Thị Hà, Xã Tân Xuân	2	3	2	16.0	4.0			1540.0
120.0	Tân Phú	Đường Nguyễn Hữu Tiến, Phường Tây Thạnh	1	6	6	10.0	4.0			2600.0
43.2	Bình Thạnh	Đường Đinh Tiên Hoàng, Phường 3	4	5	5		6.0			7300.0
40.0	Bình Thạnh	Đường Bùi Đình Túy, Phường 12	4	5	6	24.0	3.5			5790.0
59.0	Bình Thạnh	Hẻm 138, Đường Xô Viết Nghệ Tĩnh, Phường 26	2	2	2	4.0	7.0			5900.0
33.0	Bình Thạnh	Đường Nguyễn Văn Đậu, Phường 11								4900.0
	Bình Thạnh	Phố Nguyễn Xí, Phường 13								6800.0
40.0	Bình Thạnh	Phố Vạn Kiếp, Phường 3	3	3	3	4.0				4300.0
40.0	Bình Thạnh	Phố Vạn Kiếp, Phường 3	3	3	3					4300.0
	Gò Vấp	Đường Phan Huy Ích, Phường 15								1790.0
	Gò Vấp	Đường Lê Đức Thọ								5500.0
	Gò Vấp	Đường Lê Đức Thọ								5500.0
42.0	Hóc Môn	Đường Nguyễn Thị Sáng	2							1250.0
50.0	Quận 1	Đường Bùi Viện, Phường Phạm Ngũ Lão	3	5		3.7	13.5			18000.0
51.0	Tân Bình	Đường Hoàng Hoa Thám, Phường 12								8000.0
90.0	Tân Phú	Phố Lê Trọng Tấn, Phường Sơn Kỳ	5				3.0			7000.0
52.0	Phú Nhuận	17/2, Đường Trần Khắc Chân, Phường 17	2			16.4	5.0			6750.0
	Tân Bình	Đường Cửu Long, Phường 2	1			6.0	9.0			16300.0
	Phú Nhuận	Đường Đào Duy Anh, Phường 9	3	2	2	8.0	8.0			10500.0
75.0	Phú Nhuận	Đường Phổ Quang, Phường 9					8.0			10500.0
75.0	Phú Nhuận	Đường Phổ Quang, Phường 9					8.0			10500.0
110.0	Quận 10	Đường Ngô Quyền, Phường 5	2	3		5.5	7.0			11500.0
76.0	Tân Phú	Đường Trịnh Đình Thảo, Phường Hòa Thạnh	4	5			8.0			7900.0
71.0	Bình Thạnh	402, Đường Xô Viết Nghệ Tĩnh, Phường 25				6.0	2.5			5800.0
56.0	Quận 6	Đường Cư Xá Đài Ra Đa, Phường 13	3							5050.0
86.0	Tân Bình	Đường Hoàng Việt, Phường 4					10.0			13000.0
30.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 8								18000.0
105.0	Quận 7	Hẻm 1321, Đường Huỳnh Tấn Phát, Phường Tân Phú								4850.0
42.6	Quận 7	Đường Hoàng Quốc Việt, Phường Phú Thuận								4400.0
47.9	Tân Phú	Đường Kênh Tân Hóa, Phường Phú Trung								4300.0
50.6	Quận 7	Đường Nguyễn Thị Thập, Phường Bình Thuận	1	2	1		5.0			3900.0
72.0	Quận 7	Đường Phạm Hữu Lầu, Phường Phú Mỹ	4	5	5		12.0			8350.0
72.0	Quận 7	Dự án Nam Long Trần Trọng Cung, Đường Trần Trọng Cung, Phường Tân Thuận Đông	3	4	5		6.0			6500.0
50.0	Quận 7	Hẻm 88, Đường Nguyễn Văn Quỳ, Phường Phú Thuận	2	2	2		3.0			3200.0
50.0	Quận 7	Đường Nguyễn Văn Quỳ, Phường Phú Thuận	2	2	2		3.0			3200.0
198.0	Quận 7	Hẻm 1135, Đường Huỳnh Tấn Phát, Phường Phú Thuận					6.0			9900.0
136.0	Bình Chánh	Dự án KDC Ấp 5 Phong Phú, Xã Phong Phú	3				12.0			15000.0
181.3	Nhà Bè	Đường Lê Văn Lương, Xã Phước Kiển	3				12.0			9000.0
181.3	Nhà Bè	Đường Lê Văn Lương, Xã Phước Kiển	3				12.0			9000.0
64.8	Quận 3	Phường 3	3	4				Đông-Bắc		11500.0
42.5	Quận 3	Hẻm 114A, Đường Trần Quốc Toản, Phường 7	3	4	4	4.9	8.0	Đông	Đông	11800.0
34.3	Quận 3	Hẻm 491/?, Đường Nguyễn Đình Chiểu, Phường 2	3				10.0	Tây-Nam		10500.0
110.0	Tân Bình	Đường Thành Mỹ, Phường 8								20000.0
110.0	Tân Bình	Hẻm 373, Phố Lý Thường Kiệt, Phường 8								20000.0
60.0	Quận 7	Hẻm 205, Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông	2	2	2		3.0			4150.0
72.0	Quận 7	1135 Đường Huỳnh Tấn Phát, Phường Phú Thuận	4	4	3					5600.0
60.0	Tân Bình	Đường Bành Văn Trân, Phường 7	4			4.0	8.0			9600.0
28.0	Phú Nhuận	Đường Phan Xích Long, Phường 2	3			3.3				6200.0
50.0	Quận 7	Đường Hoàng Quốc Việt, Phường Phú Thuận	4	4	5		8.0			6400.0
44.0	Quận 7	Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây	2				3.0			3700.0
24.0	Quận 7	1115, Đường Huỳnh Tấn Phát, Phường Phú Thuận								1400.0
80.0	Gò Vấp	Đường Phan Văn Trị, Phường 5	2	4	5		10.0			6200.0
40.0	Bình Thạnh	Đường Phan Văn Trị, Phường 11	3	4	5	4.0	6.0			6500.0
40.0	Tân Bình	Đường Phổ Quang, Phường 2	2							5900.0
42.0	Phú Nhuận	Đường Thích Quảng Đức, Phường 5	5			4.0	6.0			6900.0
87.12	Quận 5	Đường Trần Hưng Đạo, Phường 2								14800.0
100.0	Bình Thạnh	Dự án Bình Hòa, Đường Bình Lợi, Phường 13	3	4	4	5.0	8.0			10500.0
67.6	Tân Phú	Đường Vườn Lài, Phường Phú Thọ Hòa	3				5.3	Đông		7480.0
72.0	Tân Bình	Đường Hoàng Hoa Thám, Phường 13	5							7300.0
72.0	Tân Bình	Đường Trường Chinh, Phường 12	2							6800.0
72.0	Quận 7	Nam Long Trần Trọng Cung, Đường Trần Trọng Cung, Phường Tân Thuận Đông	3	4	5		12.0			6500.0
135.0	Quận 7	KDC Tân Quy Đông, Đường Nguyễn Thị Thập, Phường Tân Phong	3				8.0			16000.0
92.5	Quận 7	Phố Trần Xuân Soạn, Phường Tân Hưng	4	5	7		7.0			12600.0
100.0	Tân Bình	Đường Trường Chinh, Phường 12	4							12000.0
49.1	Tân Bình	Đường Phan Huy Ích, Phường 15	3	4	3	4.0	4.0	Tây-Nam	Tây-Nam	4850.0
90.0	Tân Bình	Đường Bàu Cát, Phường 12	4			5.0	8.0			12900.0
85.0	Quận 7	Đường Tân Mỹ, Phường Tân Phú								6800.0
	Tân Bình	Đường Bạch Đằng, Phường 2	3	6	7	4.0	8.0			8800.0
78.0	Gò Vấp	Đường Phan Văn Trị, Phường 5								7500.0
128.0	Tân Bình	Đường Trần Mai Ninh, Phường 12	1	3	2	5.0	5.0			8600.0
101.2	Bình Thạnh	Đường Điện Biên Phủ, Phường 17	4							15500.0
108.0	Quận 10	Đường Thành Thái	5				10.0			20500.0
80.0	Quận 10	243, Đường Tô Hiến Thành, Phường 13	4				8.0			17500.0
99.0	Tân Bình	Đường Đất Thánh, Phường 6					8.0			8800.0
88.0	Tân Bình	Đường Đất Thánh, Phường 6								8800.0
83.0	Tân Bình	Đường Trường Chinh, Phường 14	3			8.0	8.0			6100.0
200.0	Quận 10	Đường Sư Vạn Hạnh	2			10.0				34000.0
60.5	Quận 3	Đường Hoàng Sa, Phường 7		10	11	4.0	4.5	Đông-Bắc	Đông-Nam	14000.0
94.6	Gò Vấp	Đường Quang Trung, Phường 10	3	7	8		8.0			6100.0
60.0	Tân Bình	Đường Cách Mạng Tháng Tám, Phường 7	3	4	3	4.3	8.0			7500.0
78.0	Tân Bình	Hẻm 1073, Đường Cách Mạng Tháng Tám, Phường 7	3			5.2	8.0			7600.0
64.0	Tân Bình	Đường Cách Mạng Tháng Tám, Phường 5	3	4	3	4.0	8.0			8200.0
50.0	Phú Nhuận	Đường Phan Xích Long, Phường 2	5	6	7	5.0	7.0			8000.0
94.6	Gò Vấp	Đường Quang Trung, Phường 10	4							6100.0
220.0	Hóc Môn	Đường Lê Lợi, Phường Hóc Môn								9900.0
104.4	Gò Vấp	Đường Quang Trung, Phường 10	4	4	4					11800.0
	Bình Tân	Đường Liên khu 4-5, Phường Bình Hưng Hòa B	3	3	3	4.0	4.0	Nam		1690.0
36.0	Quận 6	Đường Đặng Nguyên Cẩn, Phường 14	3	4	3		3.0			3900.0
18.0	Quận 5	Đường Nghĩa Thục, Phường 5	1			3.0	3.0			3100.0
	Quận 10	Đường Hòa Hưng, Phường 13	3	6	7	3.8	8.0			7300.0
52.0	Bình Tân	Đường Bình Trị Đông, Phường Bình Trị Đông A	4	6	3	4.0	6.0			4500.0
70.0	Tân Bình	Đường Phổ Quang, Phường 2					7.0			8700.0
115.0	Tân Bình	Đường Bạch Đằng								15200.0
95.0	Gò Vấp	Hẻm 193, Đường Số 20, Phường 5	2	4	5	5.0	8.0			10000.0
35.0	Quận 1	Đường Trần Hưng Đạo	4							10500.0
35.0	Quận 1	Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh	4	5						10500.0
110.2	Bình Thạnh	Đường Tân Cảng	3							18500.0
27.0	Quận 12	Đường Thạnh Lộc 41, Phường Thạnh Lộc	2	2	2					1300.0
60.0	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 11	3	4	2	4.0	5.0			6900.0
85.0	Quận 3	Đường Lê Văn Sỹ, Phường 12								13000.0
74.8	Tân Bình	Hẻm 1025/, Đường Cách Mạng Tháng Tám, Phường 7	3	4	3	4.4	8.0			7200.0
145.0	Bình Thạnh	Phố Vạn Kiếp, Phường 3								13800.0
45.0	Tân Bình	Đường Cộng Hòa, Phường 13	5			12.0	12.0			8500.0
100.0	Gò Vấp	Đường Quang Trung, Phường 11	3	4						7000.0
50.4	Gò Vấp	Đường Huỳnh Văn Nghệ, Phường 12	4	4	5	4.2	5.0	Tây-Bắc	Tây-Bắc	4850.0
54.0	Gò Vấp	Đường Quang Trung, Phường 11	4	5	4	4.0	5.0	Tây	Tây	5695.0
125.0	Bình Thạnh	Đường Hoàng Hoa Thám, Phường 7								8700.0
98.8	Tân Bình	Phố Lý Thường Kiệt, Phường 9	2							94400.0
47.0	Tân Bình	Phố Lý Thường Kiệt, Phường 9					5.0			5500.0
139.9	Tân Bình	Đường Bạch Đằng, Phường 2	4				8.0			13700.0
30.0	Gò Vấp	Đường Số 8, Phường 11	2	2	2	5.0	5.0			3360.0
46.0	Tân Bình	Đường Tân Hải, Phường 13	4	4	4	4.0	12.0			8500.0
46.0	Tân Bình	Đường Tân Hải, Phường 13	4	4	4	4.0	12.0			8500.0
50.0	Quận 1	Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão				4.0	4.0			12900.0
	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								16100.000000000002
46.2	Tân Bình	Đường Lê Lai, Phường 12	4							5800.0
46.2	Tân Bình	Đường Lê Lai, Phường 12	4							5800.0
114.0	Hóc Môn	Đường Lê Thị Hà, Thị trấn Hóc Môn				14.0	14.0			840.0
110.0	Phú Nhuận	Đường Nguyễn Văn Trỗi, Phường 15								18500.0
56.0	Quận 1	Đường Nguyễn Văn Thủ, Phường Đa Kao								14000.0
39.0	Nhà Bè	Dự án Phú Xuân 4, Đường Huỳnh Tấn Phát, Xã Phú Xuân	3	4	3	3.0	7.0	Nam	Nam	2190.0
79.0	Thủ Đức	Đường Hồ Văn Tư, Phường Trường Thọ	3	4	4	5.45	5.0			6250.0
60.0	Quận 1	Đường Bùi Viện								14000.0
49.0	Tân Bình	Đường Năm Châu	2	3		4.02	4.5			6800.0
52.0	Tân Bình	Đường Năm Châu	2	3		4.0	4.5			6800.0
50.0	Tân Bình	Đường Nguyễn Bá Tòng	2	3		4.02	4.5			6800.0
48.0	Tân Bình	Đường Nguyễn Tử Nha	2	3		4.0	4.5			6800.0
	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 14								10000.0
60.0	Tân Bình	Đường Nguyễn Hồng Đào, Phường 14	2	3	3	4.5	6.0			6800.0
126.0	Tân Bình	Đường Bùi Thị Xuân, Phường 3	6	3				Đông-Nam		26000.0
48.0	Tân Bình	Đường Lê Ngân, Phường 12	2			4.0	6.0			6900.0
64.0	Bình Chánh	Đường Khuất Văn Bức, Xã Tân Kiên	1	2	1			Đông		1490.0
94.0	Tân Bình	Đường Lạc Long Quân, Phường 9	2			8.0	8.0			9000.0
50.0	Phú Nhuận	Phường 15								6300.0
396.0	Quận 10	Đường Hùng Vương	3							95000.0
70.4	Tân Bình	Đường Ba Vân, Phường 14	3	4		4.5				7800.0
60.0	Tân Bình	Đường Nguyễn Hồng Đào, Phường 14					6.0			7800.0
51.2	Quận 10	Đường Nguyễn Tri Phương, Phường 4	3							7500.0
139.0	Bình Thạnh	Đường D2, Phường 25								15800.0
67.0	Tân Bình	Đường Trường Chinh, Phường 12	5	7	8	4.4	6.0			7500.0
107.0	Quận 10	Hẻm 449, Đường Sư Vạn Hạnh, Phường 12	3							25000.0
224.0	Tân Phú	120/16, Đường Lũy Bán Bích, Phường Tân Thới Hòa	2	6	5	8.0	6.0	Đông-Bắc		10900.0
52.0	Quận 12	Đường Lê Đức Thọ, Phường Hiệp Thành	3	4	3	4.0	6.0			2800.0
110.0	Gò Vấp	Đường Nguyễn Thái Sơn, Phường 3	2			5.5				8000.0
97.0	Phú Nhuận	Đường Lê Văn Sỹ	2	3	3	4.5				7900.0
86.0	Bình Thạnh	Đường Nơ Trang Long, Phường 7	3	6		5.0				9500.0
50.0	Bình Thạnh	Đường Nguyên Hồng	2			5.0	5.0			5200.0
50.0	Bình Thạnh	Đường Nguyên Hồng								5250.0
45.0	Bình Thạnh	Đường Nguyên Hồng, Phường 11	2			4.0				5250.0
128.0	Phú Nhuận	Đường Phan Xích Long, Phường 2	5							67000.0
96.0	Tân Bình	Phố Lý Thường Kiệt				8.0	8.0			11600.0
136.0	Quận 1	Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao				8.0	17.0			29700.0
48.0	Tân Bình	Đường Võ Thành Trang	2	3		4.0	4.5			6800.0
150.0	Hóc Môn	Đường Phạm Văn Đối					2.0			1300.0
103.6	Quận 10	Đường Cách Mạng Tháng Tám, Phường 15								10800.0
60.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 8	6				10.0			13500.0
70.0	Tân Bình	Đường Giải Phóng, Phường 4								9700.0
180.0	Bình Thạnh	Đường Nguyễn Cửu Vân, Phường 17					10.0			27200.0
180.0	Bình Thạnh	Đường Nguyễn Cửu Vân, Phường 17								27200.0
98.0	Quận 1	Đường Nguyễn Đình Chiểu, Phường Đa Kao	5				12.0			17500.0
72.0	Gò Vấp	Đường Phan Văn Trị, Phường 5	3							6000.0
72.0	Quận 3	Đường Trần Quang Diệu	3			6.0	6.0			11200.0
72.0	Quận 3	Đường Trần Quang Diệu	4			6.0	6.0			11200.0
72.0	Quận 3	Đường Trần Quang Diệu	3	4		6.0	6.0			11200.0
60.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13	4	5	5	4.0				9000.0
45.6	Tân Bình	Phố Lý Thường Kiệt, Phường 8	3				5.0			5800.0
40.0	Phú Nhuận	Phố Phan Đăng Lưu, Phường 1								8900.0
72.0	Tân Bình	Đường Hoàng Văn Thụ, Phường 4	6							14500.0
85.0	Quận 1	59, Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh					6.0			13900.0
85.0	Quận 1	59 Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh					6.0			13900.0
115.0	Quận 1	Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao	3				6.0			19000.0
147.0	Quận 1	Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao	3				6.0			23000.0
55.0	Quận 5	Đường Trần Hưng Đạo, Phường 6								10500.0
100.0	Phú Nhuận	Đường Đặng Văn Ngữ, Phường 10	5	7	7					15500.0
50.0	Phú Nhuận	Đường Đặng Văn Ngữ, Phường 17	4	5		6.0	7.0			10200.0
42.0	Tân Bình	Đường Phạm Văn Bạch, Phường 15								4100.0
	Quận 3	Đường Lê Văn Sỹ								7500.0
46.0	Phú Nhuận	Đường Nguyễn Đình Chính, Phường 11								7950.0
45.0	Phú Nhuận	Đường Nguyễn Trọng Tuyển, Phường 15								7800.0
40.0	Phú Nhuận	Phường 15				4.3	6.0			7800.0
147.0	Quận 1	Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao								19000.0
85.0	Quận 3	Đường Lê Văn Sỹ, Phường 13	7	10			7.0			13000.0
95.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 8	5				7.0			17500.0
63.0	Tân Phú	Đường Lê Thúc Hoạch, Phường Tân Quý	1	1	1	4.5	7.0	Tây-Bắc	Tây-Bắc	5150.0
65.8	Quận 7	803 Đường Huỳnh Tấn Phát, Khu phố 2, Phường Phú Thuận	3	4	5	4.0	16.5			5800.0
54.0	Tân Bình	Đường Nguyễn Hồng Đào, Phường 14				3.9				7880.0
62.0	Bình Thạnh	Đường Bùi Đình Túy, Phường 12				4.0	8.0			6900.0
100.0	Quận 3	Đường Trần Quang Diệu, Phường 14	4				6.0			14000.0
50.0	Quận 1	Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao	6				8.0			12000.0
44.0	Phú Nhuận									7500.0
90.0	Quận 3	Đường Lê Văn Sỹ, Phường 14	4	6			8.0			12900.0
52.0	Phú Nhuận	Phố Phan Đăng Lưu, Phường 3								9000.0
86.0	Phú Nhuận	Đường Phổ Quang, Phường 9								13500.0
67.2	Gò Vấp	Đường Phan Huy Ích, Phường 14	4				8.0			5900.0
105.0	Quận 1	Đường Thạch Thị Thanh, Phường Tân Định	5				8.0			23000.0
67.0	Quận 10	Đường Thành Thái, Phường 12								14800.0
75.6	Quận 1	Đường Trần Hưng Đạo, Phường Cầu Kho								17200.0
72.0	Quận 1	Đường Trần Hưng Đạo, Phường Cầu Kho								17200.0
75.6	Quận 1	Đường Trần Hưng Đạo, Phường Cầu Kho								17200.0
72.0	Quận 1	Đường Trần Hưng Đạo, Phường Cầu Kho								17200.0
33.0	Quận 5	Đường Trần Bình Trọng, Phường 1					8.0			6000.0
56.0	Tân Bình	Đường Bàu Cát 2, Phường 14	3			4.0				9450.0
56.0	Tân Bình									7700.0
124.0	Bình Thạnh	Đường Phan Văn Trị				8.0				10500.0
87.0	Tân Bình	Đường Cách Mạng Tháng Tám, Phường 5	4							14600.0
72.0	Tân Bình	Đường Năm Châu, Phường 11				4.5	6.0			7300.0
30.0	Phú Nhuận	64, Đường Trần Huy Liệu, Phường 12	3							5600.0
36.0	Tân Bình	Đường Bàu Cát 1, Phường 14	3			4.5				6700.0
50.0	Tân Bình	Đường Ba Vân, Phường 14	3			4.2				6900.0
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								16300.0
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								16200.0
85.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								16000.0
