area	district	address	floors	bedrooms	toilets	front	entrance	houseAspect	balconyAspect	price
100.0	Quận 3	Đường Cách Mạng Tháng Tám, Phường 10								32000.0
80.0	Tân Bình	Đường Cộng Hòa, Phường 4	4							14450.0
40.0	Tân Bình									6700.0
50.0	Tân Bình									7800.0
50.0	Tân Bình	Đường Đồng Xoài, Phường 13								7800.0
	Tân Bình	Đường Thép Mới, Phường 12								7200.0
67.5	Quận 10	Đường 3/2, Phường 14	5			4.5	15.0	Nam		14200.0
67.0	Tân Phú	Đường Tân Sơn Nhì, Phường Tân Sơn Nhì	3	3	4	4.0	6.0	Đông-Bắc	Đông-Bắc	6500.0
	Tân Bình	Phố Lý Thường Kiệt, Phường 11								7200.0
32.0	Quận 10	Đường Hòa Hảo, Phường 8								6500.0
73.1	Phú Nhuận	Đường Hoàng Văn Thụ, Phường 8	4	4	5	4.3	10.0			11300.0
45.0	Quận 1	Đường Đinh Tiên Hoàng, Phường Đa Kao								8200.0
127.0	Phú Nhuận	Đường Phan Xích Long, Phường 1								12000.0
	Tân Bình	Đường Hồng Hà, Phường 2								8700.0
136.0	Phú Nhuận	Đường Phan Xích Long, Phường 2								25000.0
44.0	Tân Bình	Phố Lý Thường Kiệt, Phường 9								5000.0
	Tân Bình	Đường Nguyễn Đình Khơi, Phường 4								11000.0
72.0	Tân Bình									7950.0
72.0	Tân Bình	Đường Nguyễn Hồng Đào, Phường 14				4.0				8000.0
42.9	Phú Nhuận	Đường Nguyễn Kiệm, Phường 3	3	3	3	3.2	4.0	Đông	Đông	5700.0
87.0	Tân Bình	Đường Nguyễn Thái Bình	4							14600.0
	Tân Bình	Đường Nguyễn Thái Bình, Phường 4								7500.0
	Tân Bình	Đường Nguyễn Thái Bình, Phường 4								7600.0
	Tân Bình	Đường Nguyễn Thái Bình, Phường 12								12000.0
	Tân Bình	Đường Nguyễn Thái Bình, Phường 12								8200.0
	Tân Bình	Đường Út Tịch, Phường 4								7600.0
43.0	Bình Thạnh	Đường Nguyễn Thượng Hiền, Phường 5	5	3	4	4.0	4.0			6400.0
115.0	Tân Bình	Đường Ba Vân, Phường 14								13800.0
36.0	Bình Thạnh	Phường 24	3	3	4	4.0	5.0			6800.0
60.0	Tân Bình	Đường Trường Chinh, Phường 14								7800.0
	Tân Bình	Đường Trường Chinh, Phường 12								5200.0
	Tân Bình	Đường Phạm Văn Hai, Phường 5								6800.0
	Tân Bình	Đường Nguyễn Đình Khơi, Phường 4								7500.0
67.0	Bình Tân	1/, Đường Tân Hòa Đông, Phường Bình Trị Đông	2				4.0	Đông		3700.0
55.0	Quận 1	Đường Trần Khắc Chân, Phường Tân Định	4			4.0	5.0		Tây	7500.0
114.0	Quận 10	Đường Tô Hiến Thành, Phường 14	4				10.0			15100.0
70.0	Tân Bình	Đường Bình Giã, Phường 13	2	2		3.5	8.0			7200.0
120.0	Tân Bình	Đường Út Tịch, Phường 4	4	7		5.0	8.0			13700.0
	Tân Bình	Đường Trần Mai Ninh, Phường 12								8500.0
50.0	Tân Bình									6850.0
	Tân Bình	Đường Trường Chinh								6900.0
60.0	Tân Bình	Đường Trương Công Định, Phường 13								9900.0
40.0	Tân Bình	Đường Trương Công Định, Phường 14								6500.0
76.0	Tân Bình	Phố Lý Thường Kiệt, Phường 9								8300.0
62.0	Bình Thạnh	Đường Bùi Đình Túy, Phường 12								4400.0
67.0	Quận 10	Đường 3/2, Phường 14								11800.0
38.4	Bình Thạnh	Đường Mai Xuân Thưởng, Phường 11								7300.0
70.0	Bình Thạnh	Đường Lê Quang Định, Phường 5								10300.0
100.0	Củ Chi	Đường Nguyễn Kim Cương, Xã Tân Thạnh Đông				5.0	8.0			1400.0
100.0	Củ Chi	Xã Tân Thông Hội				4.0	8.0			1700.0
	Củ Chi	Đường Tỉnh lộ 8, Xã Hòa Phú					12.0			1100.0
24.0	Quận 12	Đường Thạnh Lộc 16, Phường Thạnh Lộc	3	3	3	4.0	12.0	Tây-Bắc	Tây-Bắc	1465.0
90.0	Thủ Đức	Đường Cây Keo, Phường Tam Phú	3	4	4	5.0	12.0	Tây-Nam		6650.0
61.0	Thủ Đức	Đường Số 4, Phường Hiệp Bình Phước	2	2	1	3.0	3.8	Đông-Nam	Đông-Nam	2730.0
50.0	Thủ Đức	Đường 4, Phường Linh Tây	2	2	2	5.2	4.0	Tây-Bắc		3290.0
50.0	Thủ Đức	Đường Số 4, Phường Linh Tây	2	2	2	5.2	5.0	Tây-Bắc		3290.0
184.1	Nhà Bè	Đường Lê Văn Lương, Xã Phước Kiển	2							9000.0
161.0	Quận 3	Đường Trần Quang Diệu, Phường 4	1							15617.0
62.0	Quận 7	41, Đường Chuyên Dùng Chính, Phường Phú Mỹ	3	4	4	4.0	4.0	Tây	Tây	4200.0
32.0	Bình Tân	Đường Số 6, Phường Bình Hưng Hòa B	3	3	3	4.0	6.0	Bắc	Bắc	1680.0
	Bình Tân	Đường Trần Văn Giàu, Phường Bình Trị Đông B								1200.0
14022.5	Quận 3	Đường Vườn Chuối, Phường 4								22500.0
68.0	Quận 9	Đường Lò Lu, Phường Trường Thạnh	2	2	2	4.0	8.0	Tây-Bắc		2900.0
48.0	Quận 6	Đường Tân Hòa Đông	1	2	2		3.0			3500.0
60.0	Quận 10	Đường Nguyễn Tri Phương, Phường 9	3	3	2	3.0				2800.0
38.0	Thủ Đức	Đường Kha Vạn Cân, Phường Hiệp Bình Chánh								2800.0
144.0	Quận 3	Đường Lê Văn Sỹ, Phường 14	8							25000.0
131.0	Bình Chánh	Đường Tỉnh Lộ 10, Xã Phạm Văn Hai								1800.0
138.0	Bình Tân	Đường Liên khu 4-5, Phường Bình Hưng Hòa B	3			5.75	6.0			5350.0
48.0	Bình Tân	Đường Lê Cơ, Phường An Lạc				30.0	6.0			1450.0
140.0	Tân Bình	Đường Nhất Chi Mai, Phường 13	4			8.0	8.0			8400.0
51.6	Thủ Đức	Đường Quốc lộ 1A, Phường Tam Bình	2	2	2					2200.0
20.0	Quận 9	Đường 475, Phường Phước Long B	2	2	2	4.0	3.0			2000.0
60.0	Bình Tân	1/, Phố Lê Trọng Tấn, Phường Bình Hưng Hòa	2	4	3		7.0			6000.0
92.4	Quận 9	Đường Đình Phong Phú, Phường Tăng Nhơn Phú B	3	4		7.3	6.0	Tây-Nam		5700.0
60.0	Bình Thạnh	Đường Chu Văn An, Phường 26	3	5	6	5.0	5.0			7500.0
180.0	Thủ Đức	Đường Tỉnh lộ 43, Phường Bình Chiểu		3	3	5.0	8.0			3300.0
61.5	Thủ Đức	Đường 8, Phường Linh Xuân	3					Đông-Bắc		4000.0
	Quận 10	Đường Hòa Hưng, Phường 13								4950.0
33.0	Quận 8	Đường Bến Bình Đông, Phường 14				4.0				1970.0
40.0	Quận 8									1970.0
120.0	Quận 8	Dự án Đồng Diều, Đường 328 Cao Lỗ, Phường 4	3			6.0				10500.0
39.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 3	4	4	5	4.5	6.0			6500.0
39.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 3	4	4	5	4.5	5.0			6500.0
78.2	Quận 9	Đường Lã Xuân Oai, Phường Trường Thạnh		3	2	5.0				3750.0
90.0	Củ Chi	Đường 107, Xã Tân Thạnh Đông		2	1	12.0	12.0			900.0
	Quận 12	Đường Dương Thị Mười, Phường Tân Thới Hiệp		2	2	6.0	5.0			1000.0
252.0	Quận 12	Đường An Phú Đông 9, Phường An Phú Đông					4.0			5500.0
600.0	Quận 7	Đường Lý Phục Man, Phường Bình Thuận				26.0	5.0			34800.0
58.3	Nhà Bè	Đường Huỳnh Tấn Phát	1	3	1	4.0	6.0			3200.0
87.2	Quận 2	Phường Thảo Điền	2			4.9	6.0	Đông-Bắc		13000.0
115.0	Bình Tân	Phường Bình Hưng Hòa B	3	4	5	8.0	8.0			3700.0
	Quận 12	Đường Hà Huy Giáp, Phường Thạnh Lộc	2	4	3	30.0	15.0			3500.0
65.02	Gò Vấp	Đường Lê Đức Thọ, Phường 15	3					Đông-Nam		7200.0
59.0	Bình Thạnh	Phố Nguyễn Xí, Phường 26					6.0			6800.0
64.0	Bình Thạnh	Đường Lê Quang Định, Phường 11								8500.0
72.0	Quận 1	Đường Trần Hưng Đạo	5				7.0			18500.0
63.0	Quận 10	Đường Sư Vạn Hạnh, Phường 12	4			4.5				15000.0
59.0	Gò Vấp	189//, Đường Phạm Văn Chiêu, Phường 14	4	4	4	4.0	5.0	Đông-Bắc	Đông-Bắc	5050.0
55.0	Tân Bình	Đường Trương Công Định, Phường 14				5.0	6.0			5250.0
58.8	Tân Bình	Đường Cách Mạng Tháng Tám, Phường 5	3							6500.0
75.0	Tân Bình	Đường Trương Công Định, Phường 14				5.0	6.0			7600.0
88.0	Tân Bình	Phường 14	3				4.0			9300.0
60.0	Tân Bình	Đường Hoàng Sa, Phường 5	3							6150.0
	Quận 1	Đường Trần Hưng Đạo, Phường Cầu Kho								5500.0
72.0	Quận 12	Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp	3	4	3	3.0	12.0	Tây-Nam	Tây-Nam	3800.0
64.0	Thủ Đức	Dự án KDC Hưng Phú, Đường 12, Phường Hiệp Bình Chánh	4	4	5	4.0	8.0	Đông-Bắc		7700.0
180.0	Tân Bình	Phường 12	4			9.0				26000.0
20.0	Bình Thạnh	Đường Phan Văn Trị, Phường 11								1600.0
39.6	Quận 8	Đường Phú Định, Phường 16	2	2	2	3.6	4.0			2790.0
68.0	Quận 12	Đường Thạnh Lộc 40, Phường Thạnh Lộc	3	4	5	4.0				4200.0
100.0	Bình Chánh	Dự án Trung Sơn, Xã Bình Hưng								16500.0
110.0	Bình Chánh	Đường Nguyễn Hữu Trí, Thị trấn Tân Túc		2	1					1800.0
150.0	Quận 3	Đường Trần Quang Diệu, Phường 14								13480.0
65.8	Bình Tân	Đường Số 11, Phường Bình Hưng Hòa	3	8	2	5.1	6.0	Đông-Bắc		4500.0
	Bình Thạnh	Đường Điện Biên Phủ, Phường 21	2			3.5	5.0			1800.0
51.0	Thủ Đức	Đường Linh Đông, Phường Linh Đông	3	4	3	6.0	10.0			4200.0
	Tân Bình	Đường Lê Văn Sỹ, Phường 11								11500.0
85.0	Quận 1	Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh								17500.0
102.0	Quận 1	Đường Nguyễn Trãi								18000.0
48.0	Quận 10	Đường Điện Biên Phủ, Phường 11	2	4	2	6.0	4.0	Tây-Nam		6250.0
85.0	Quận 1	Đường Trần Quang Khải, Phường Tân Định								19500.0
38.0	Quận 3	Phường 5	2			3.1	4.0			6500.0
	Quận 10	Đường Sư Vạn Hạnh								14800.0
	Quận 10	Đường Thành Thái								14800.0
	Quận 10	Đường Tô Hiến Thành								14800.0
45.0	Tân Bình	Đường Bành Văn Trân, Phường 7	2			5.0				6000.0
104.0	Tân Bình	Đường Hậu Giang, Phường 2	4			5.2	7.0			12400.0
36.0	Phú Nhuận	Đường Phan Đình Phùng, Phường 1	5				6.0			7800.0
72.0	Quận 12	Dự án KDC An Sương, Đường Nguyễn Văn Quá, Phường Tân Hưng Thuận	3				10.0			5850.0
60.0	Quận 11	Đường Cư Xá Bình Thới, Phường 8								11500.0
159.6	Gò Vấp	496/45, Đường Dương Quảng Hàm, Phường 6	3							11500.0
100.0	Bình Chánh	Đường Hương Lộ 11, Xã Hưng Long	2	3	3	5.0	6.0	Nam	Nam	1200.0
48.0	Bình Thạnh	Đường Nguyễn Cửu Vân, Phường 17	3							7000.0
38.0	Bình Thạnh	Đường Nơ Trang Long, Phường 14		2	1		6.0			988.0
160.0	Quận 5	Đường Nguyễn Chí Thanh, Phường 9	4							28500.0
90.0	Quận 6	Đường Minh Phụng, Phường 5	2	4	3	6.0	6.0			2200.0
60.0	Thủ Đức	Đường Đào Trinh Nhất, Phường Bình Thọ	3	4	4	4.0	6.0			3600.0
90.0	Nhà Bè	Dự án Sadeco Phước Kiển, Đường Lê Văn Lương, Xã Phước Kiển	3	5	3			Tây		7550.0
90.0	Nhà Bè	Dự án Sadeco Phước Kiển, Đường Lê Văn Lương, Xã Phước Kiển	3	5	3			Tây		7550.0
40.0	Phú Nhuận	Đường Thích Quảng Đức, Phường 5								4300.0
224.0	Bình Chánh	Xã Tân Kiên				8.0				6000.0
95.0	Tân Bình	Đường Võ Thành Trang, Phường 12	2	2	2	5.0	5.0			6900.0
117.7	Quận 9	Đường Đình Phong Phú, Phường Tăng Nhơn Phú B	3	4	5	5.0	8.0	Đông-Nam	Tây-Bắc	5800.0
51.6	Tân Bình	Đường Phạm Văn Hai, Phường 5	4	4	4	4.3	6.0			7500.0
30.4	Quận 1	Đường Trần Khắc Chân, Phường Tân Định								4600.0
64.0	Bình Tân	Hẻm 131, Đường Tây Lân, Phường Bình Trị Đông A	2	4	4	8.0	8.0			4100.0
36.0	Tân Bình	Đường Nguyễn Sỹ Sách, Phường 15	3	4	3	4.0	4.0	Đông-Bắc	Đông-Bắc	4600.0
76.5	Bình Tân	Đường Hồ Văn Long, Phường Tân Tạo	1	3	1	4.0	4.0			3200.0
46.0	Tân Bình	Phố Lý Thường Kiệt, Phường 10	2	2	3	4.0	6.0			5500.0
24.5	Bình Tân	Đường Số 5, Phường Bình Hưng Hòa A	2	2	1	3.5	3.0	Đông-Nam	Đông-Nam	2080.0
46.0	Tân Bình	Đường Ni Sư Huỳnh Liên, Phường 10	2	3	3	4.0	6.0			5500.0
101.0	Tân Phú	Đường Trần Văn Ơn, Phường Tân Sơn Nhì	2	2	2	16.0	16.0	Đông-Nam	Đông-Nam	9900.0
86.0	Tân Phú	156/66, Đường Phú Thọ Hòa, Phường Phú Thọ Hòa	1	3	1			Tây-Nam		5490.0
32.0	Quận 1	Đường Trần Khắc Chân, Phường Tân Định	2	2	2	4.0	3.0			4600.0
56.0	Quận 12	Đường Hà Huy Giáp, Phường Thạnh Lộc	3	4	5	4.0	8.0			4500.0
154.0	Quận 7	Đường 79, Phường Tân Quy	4							15500.0
105.0	Bình Thạnh	Đường Bình Lợi, Phường 13	4	4	5		8.0	Đông-Bắc	Đông-Bắc	9400.0
52.5	Quận 1	74/5, Đường Thạch Thị Thanh, Phường Tân Định								8200.0
80.0	Bình Tân	Đường 6B, Phường An Lạc		3	2		4.0			2800.0
90.0	Bình Thạnh	Đường Phạm Viết Chánh, Phường 19								22000.0
96.0	Thủ Đức	Đường Số 12, Phường Linh Chiểu	3			5.0				3000.0
40.0	Bình Chánh	Đường 6D, Xã Vĩnh Lộc B	1	2	1	5.0	6.0			730.0
110.0	Quận 8	Dự án KDC Chợ Bình Điền, Đường Nguyễn Văn Linh, Phường 7								2400.0
105.0	Bình Chánh	Đường Quốc Lộ 1, Xã Bình Chánh				5.0	8.0			980.0
60.0	Bình Tân	Đường Mã Lò, Phường Bình Trị Đông	4	5	5	8.0	8.0		Tây	4750.0
120.0	Bình Chánh	Đường Huỳnh Bá Chánh, Xã Tân Kiên					16.0			2600.0
68.0	Tân Bình	Đường Ni Sư Huỳnh Liên, Phường 10								8500.0
14.5	Phú Nhuận	Đường Phan Xích Long, Phường 2	1							2900.0
316.0	Quận 3	Phố Kỳ Đồng, Phường 9								55000.0
70.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 7								8500.0
35.0	Quận 3	Đường Điện Biên Phủ, Phường 3								5900.0
100.0	Quận 1	Đường Trần Cao Vân, Phường Đa Kao								25000.0
75.5	Bình Tân	Đường Lê Cơ, Phường An Lạc				12.0	12.0			1059.0
75.0	Phú Nhuận	Đường Phan Xích Long, Phường 2				5.0	7.0			6000.0
163.8	Quận 7	Đường Bùi Văn Ba, Phường Tân Thuận Đông								14000.0
48.0	Tân Bình	Đường 2, Phường 4	2	2	2	4.0	5.0			2500.0
38.0	Gò Vấp	Đường Nguyễn Tư Giản, Phường 12	2	2	2	35.0	5.0		Nam	3950.0
60.0	Bình Tân	Đường Hồ Ngọc Lãm, Phường Bình Trị Đông B	2	4	3	4.0	5.0			2700.0
40.0	Bình Tân	Đường Số 6, Phường Bình Hưng Hòa B	2	4	4	4.0	6.0			1600.0
57.0	Tân Bình	Đường Nguyễn Hồng Đào, Phường 14								6500.0
90.0	Hóc Môn	Đường Nguyễn Thị Ngâu, Thị trấn Hóc Môn				14.0	14.0			680.0
60.0	Bình Chánh	Đường Quốc lộ 1A	2	2			6.0			665.0
50.0	Tân Bình	Phố Lý Thường Kiệt, Phường 3	4	5	5	4.0	7.0			6900.0
	Bình Tân	Đường Tỉnh Lộ 10, Phường Tân Tạo A								1200.0
56.0	Thủ Đức	Đường Số 8, Phường Hiệp Bình Phước	3	5	5	4.0	6.0			5600.0
43.7	Bình Chánh	Đường Võ Văn Vân, Xã Vĩnh Lộc B								1200.0
80.0	Nhà Bè	1419, Đường Lê Văn Lương, Xã Phước Kiển	3	4			7.0	Nam		5000.0
44.0	Bình Tân	Đường Nguyễn Hới, Phường An Lạc				30.0	8.0			1450.0
75.0	Quận 10	Đường 3/2, Phường 12	3	4	5	4.3	7.0			18000.0
75.0	Quận 10	Đường 3/2, Phường 12	3	4	5	4.3	7.0			18000.0
72.0	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 17	3							7500.0
64.5	Quận 7	Đường Lý Phục Man, Phường Bình Thuận	4			4.0	6.0	Tây-Nam	Tây-Nam	5300.0
90.0	Quận 10	Đường Cách Mạng Tháng Tám, Phường 13								16000.0
180.0	Hóc Môn	Đường Phan Văn Hớn, Phường Bà Điểm				9.0	6.0	Đông-Nam		1300.0
100.0	Bình Chánh	Đường Bùi Thanh Khiết, Xã Lê Minh Xuân	3	3	3		12.0			1280.0
146.0	Gò Vấp	Phường 14	3	4	4	7.0	10.0			6200.0
84.7	Quận 2	Đường Thạnh Mỹ Lợi, Phường Thạnh Mỹ Lợi	2					Đông-Nam		5500.0
52.0	Quận 12	Đường Hà Huy Giáp, Phường Thạnh Lộc	1	2	2	6.0	4.0			1159.0
65.1	Quận 7	HXH 502, Đường Huỳnh Tấn Phát, Phường Phú Thuận	3	4	4	4.0	8.0	Đông-Nam	Đông-Nam	7300.0
86.5	Bình Chánh	Đường Vĩnh Lộc, Xã Vĩnh Lộc B	1	4	3	5.0	5.0			2600.0
83.0	Thủ Đức	Đường Số 6, Phường Linh Chiểu	3	15	15	4.41	3.5	Đông-Nam		7000.0
70.0	Quận 1	Đường Lê Thánh Tôn, Phường Bến Nghé	9			4.2				70000.0
220.0	Tân Bình	Đường Hoàng Việt, Phường 4	8	28		12.0	10.0			42000.0
60.0	Quận 3	Đường Nam Kỳ Khởi Nghĩa, Phường 7								13500.0
80.0	Quận 1	Đường Nguyễn Văn Thủ, Phường Đa Kao								20000.0
50.0	Phú Nhuận	Đường Phan Tây Hồ, Phường 7								7200.0
203.0	Hóc Môn	Xã Bà Điểm	1	1		6.0	6.0	Đông-Nam	Đông-Nam	1650.0
30.0	Quận 7	Đường Vườn Điều, Phường Tân Quy	2	2						4250.0
126.0	Quận 1	Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao	4			7.0				24000.0
116.0	Bình Thạnh	Đường Xô Viết Nghệ Tĩnh, Phường 25								7300.0
52.0	Quận 11	Đường Ông Ích Khiêm, Phường 14				4.5		Tây-Bắc		7500.0
72.0	Bình Tân	Hẻm 133, Đường Liên khu 4-5, Phường Bình Hưng Hòa B	2	3	2		6.0	Đông		3850.0
60.0	Hóc Môn	Đường Nguyễn Thị Sóc, Phường Bà Điểm	1	2	2	4.0	5.0	Đông-Nam		1550.0
60.0	Hóc Môn	Đường Nguyễn Thị Sóc, Xã Bà Điểm	1	2	3	5.0	5.0			1500.0
244.0	Củ Chi	Đường Tỉnh lộ 8, Xã Trung An	1	12	12	10.0	6.0			1300.0
180.0	Hóc Môn	Phố Bà Triệu, Xã Tân Xuân	1	12	12	8.0	6.0			1300.0
330.0	Củ Chi	Đường Nguyễn Thị Lắng, Xã Tân Phú Trung				10.0				1350.0
100.0	Quận 12	Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận	5	10	10	5.0	26.0			2800.0
731.6	Hóc Môn	Đường Đông Thạnh 4-1, Xã Đông Thạnh				23.6	10.0	Đông-Bắc		19800.0
100.0	Tân Bình	Đường Bình Giã, Phường 13	3			5.0	20.0			16500.0
	Gò Vấp	Đường Lê Đức Thọ, Phường 11	3	4	3	4.0	6.0			2800.0
63.0	Gò Vấp	Đường Quang Trung, Phường 8								6300.0
45.0	Phú Nhuận	Phố Phan Đăng Lưu, Phường 1								7500.0
70.0	Quận 12	Dự án Điền Thuận Star Hills	3	4	5	9.0				4250.0
140.0	Tân Bình	Đường Yên Thế, Phường 2					7.0			24600.0
455.0	Phú Nhuận	Đường Huỳnh Văn Bánh, Phường 11	4							68000.0
378.0	Gò Vấp	Đường Nguyễn Bỉnh Khiêm, Phường 1	2	4	2	8.0	2.0			28350.0
81.0	Quận 4	Đường Xóm Chiếu, Phường 15								6500.0
60.0	Tân Phú	Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ	4				8.0			8600.0
93.0	Quận 11	Đường Lê Đại Hành, Phường 15	3	4	3	3.3	4.0			5200.0
37.0	Phú Nhuận	Đường Phan Đình Phùng	3	3		4.0				4300.0
37.0	Phú Nhuận	Đường Phan Đình Phùng, Phường 1	3	3		4.0				4300.0
150.0	Tân Bình	Đường Cửu Long	3			10.0	6.0			27800.0
65.0	Tân Bình	Đường Hoàng Văn Thụ, Phường 2	6	8		4.0				11300.0
55.0	Tân Bình	Đường Nhất Chi Mai, Phường 13								4500.0
72.0	Tân Bình	Đường Lê Bình, Phường 4	5							14500.0
90.0	Quận 12	Đường Đông Hưng Thuận 2, Phường Đông Hưng Thuận	1	2	1	5.0	8.0			2550.0
36.0	Thủ Đức	Đường Số 11, Phường Trường Thọ	1							3100.0
43.0	Tân Bình	Đường Cộng Hòa, Phường 13								3650.0
29.0	Tân Bình	Đường Lạc Long Quân, Phường 8	3	3	3	3.2	3.5	Bắc		3600.0
64.0	Hóc Môn	Đường Phan Văn Đối, Phường Bà Điểm	2	3	3	4.0	12.0			1950.0
110.0	Quận 5	Đường Nguyễn Trãi, Phường 3	7	18	20	5.5	10.0			15500.0
100.0	Quận 6	Đường Hùng Vương, Phường 6	3	3	3	20.0	20.0			2800.0
72.0	Tân Bình	Đường Thân Nhân Trung, Phường 13	4				10.0			10500.0
120.0	Bình Thạnh	178/, Đường D1, Phường 25	3	4	3					18000.0
50.0	Thủ Đức	Đường Phạm Văn Đồng, Phường Linh Trung	2	2	2	4.0	7.0	Đông-Nam		2790.0
62.0	Thủ Đức	Đường Số 5	2	3	2	5.0	6.0	Đông-Bắc		3350.0
200.0	Hóc Môn	Đường Nhị Bình 18, Xã Nhị Bình		2	1	5.0		Đông-Bắc		2000.0
50.0	Bình Thạnh	Đường Đinh Bộ Lĩnh, Phường 13								5600.0
90.0	Tân Phú	Đường Gò Dầu, Phường Tân Quý						Tây		7900.0
64.0	Tân Phú	Đường Phan Đình Phùng, Phường Tân Thành	1					Tây		6500.0
130.0	Hóc Môn	Đường An Hạ, Xã Xuân Thới Sơn	3	3	3	9.0	12.0			2900.0
90.0	Quận 1	Đường Trần Quang Khải, Phường Tân Định	3				5.0			13500.0
54.0	Phú Nhuận	Đường Cô Giang, Phường 2				3.2	15.0	Bắc		5200.0
80.0	Phú Nhuận	Đường Hồ Văn Huê, Phường 9	4							11900.0
130.0	Bình Thạnh	Đường Nơ Trang Long	5	5	6	55.0	7.0			9850.0
56.0	Gò Vấp	416, Đường Dương Quảng Hàm, Phường 5								5500.0
60.0	Quận 7	Đường Huỳnh Tấn Phát				8.0	5.0			2800.0
136.0	Quận 12	Đường Lê Văn Khương								2700.0
	Quận 10	Đường Lý Thái Tổ, Phường 10	3	5	5		5.0			8500.0
87.0	Quận 2	Đường 3, Phường Bình An								12000.0
50.0	Quận 7	Đường Nguyễn Văn Quỳ, Phường Phú Thuận	2	2	2	2.7	3.0	Đông-Bắc	Đông-Bắc	2600.0
