address_street	address_locality	address_region	address_code	date_sold	mortgage	info_type	info_bedrooms	info_bathrooms	info_size	info_lot_size	info_year_built	info_est_value	info_sold_price	info_property_id	info_county	info_parcel_number	taxes_land	taxes_improvements	taxes_total	taxes_taxes	school	total_crime	violent_crime	property_crime	foreclosures
1380 Gilmore Dr	San Leandro	CA	94577	07/22/2004	2930.0	Single Family Residence	4.0	2.0	1411.0	5000.0	1942	645000.0		1098053642	Alameda County, CA	077A063506100	73375.0	171063.0	244438.0	3505 (1.43 %)	0	123	79	226	0
1156 Windward Ln	Alameda	CA	94502	06/20/2019	3498.0	Condominium	2.0	2.0	1247.0	2262.0	1977		770000.0	1098065334	Alameda County, CA	074 103305200	185039.0	431758.0	616797.0	8287 (1.34 %)	3	66	37	135	4
22562 Hennings Ct	Hayward	CA	94541	12/16/2003	3071.0	Single Family Residence	3.0	2.0	1560.0	5700.0	1947	676000.0		1098055442	Alameda County, CA	427 006502600	40772.0	35913.0	76685.0	1184 (1.54 %)	3	123	84	213	4
43947 Rosemere Dr	Fremont	CA	94539	06/20/2019	7767.0	Single Family Residence	4.0	2.5	2320.0	4590.0	1992		1710000.0	1098054003	Alameda County, CA	513 071907500	312180.0	728567.0	1040747.0	12632 (1.21 %)	3	59	40	103	4
605 Canyon Oaks Dr Apt H	Oakland	CA	94605	06/20/2019	1953.0	Condominium	1.0	1.0	815.0		1986		430000.0	1098116379	Alameda County, CA	037A317500400	48051.0	112121.0	160172.0	3142 (1.96 %)	0	308	307	310	0
1 Regulus Ct	Alameda	CA	94501	06/20/2019	3861.0	Condominium	2.0	2.0	1292.0	16553.0	1988		850000.0	1098066708	Alameda County, CA	074 134402300	94928.0	221500.0	316428.0	4824 (1.52 %)	3	66	37	135	4
9455 Blessing Dr	Pleasanton	CA	94588	06/20/2019	9539.0	Single Family Residence	5.0	3.5	3718.0	18354.0	1999		2100000.0	1098056976	Alameda County, CA	941 171102500	540000.0	1260000.0	1800000.0	21323 (1.18 %)	0	33	19	65	0
1967 Monterey Dr	Livermore	CA	94551	06/20/2019	2339.0	Condominium	4.0	2.5	1344.0	1197.0	1987		515000.0	1098054902	Alameda County, CA	099 132807900	132600.0	306000.0	438600.0	5764 (1.31 %)	3	51	33	92	4
Sunnyslope Ave	Castro Valley	CA	94552	06/20/2019	3584.0	Residential - Vacant Land				1.3			789000.0	1098064575	Alameda County, CA	085A155000432	208253.0	0.0	208253.0	2551 (1.22 %)	0	123	79	226	1
151 J St	Fremont	CA	94536	06/20/2019	1817.0	Gas Station			2400.0	2600.0	1930		400000.0	1098128303	Alameda County, CA	507 030000900	14576.0	6548.0	21124.0	859 (4.06 %)	3	59	40	103	4
4444 Del Valle Pkwy	Pleasanton	CA	94566	12/03/2003	1676.0	Condominium	3.0	2.0	1280.0	1017.0	1978		369000.0	1098079364	Alameda County, CA	946 337003200	135609.0	316422.0	452031.0	5320 (1.17 %)	0	33	19	65	0
6340 Melville Dr	Oakland	CA	94611	06/20/2019	5451.0	Single Family Residence	3.0	2.0	1448.0	7700.0	1965		1200000.0	1098059464	Alameda County, CA	048D727202200	241914.0	564467.0	806381.0	11969 (1.48 %)	3	308	307	310	4
21349 Gary Dr	Hayward	CA	94546	06/20/2019	1899.0	Condominium	2.0	2.0	936.0	15300.0	1961		418000.0	1098078546	Alameda County, CA	415 016004800	83258.0	194269.0	277527.0	3853 (1.38 %)	3	123	84	213	4
East Ave	Hayward	CA	94541	06/20/2019	1340.0	Residential - Vacant Land				15247.0			295000.0	1098072157	Alameda County, CA	426 018005000	45601.0	0.0	45601.0	677 (1.48 %)	0	123	84	213	1
1054 Adana Ter	Union City	CA	94587	06/20/2019	3021.0	Single Family Residence	3.0	2.5	1212.0		1998		665000.0	1098079015	Alameda County, CA	475 006116700	142592.0	332715.0	475307.0	7091 (1.49 %)	3	67	46	116	4
3717 Maybelle Ave # B	Oakland	CA	94619	06/20/2019	3293.0	Condominium	2.0	2.5	1172.0		2005		725000.0	1098075329	Alameda County, CA	030 192903800	163500.0	381500.0	545000.0	8331 (1.52 %)	3	308	307	310	4
33324 Jamie Cir	Fremont	CA	94555	06/20/2019	5723.0	Single Family Residence	4.0	2.5	2355.0	4923.0	1994		1260000.0	1098070385	Alameda County, CA	543 045707500	205898.0	480429.0	686327.0	8501 (1.23 %)	3	59	40	103	4
8058 Mandarin Ave	Newark	CA	94560	06/19/2019	5156.0	Single Family Residence	4.0	2.0	2331.0	6141.0	2002		1135000.0	1098057831	Alameda County, CA	092 025406100	276710.0	645657.0	922367.0	11248 (1.21 %)	3	86	56	155	4
340 Elysian Fields Dr	Oakland	CA	94605	06/20/2019	3906.0	Single Family Residence	3.0	2.0	1482.0	12900.0	1966		860000.0	1098069020	Alameda County, CA	048 643202800	207169.0	492270.0	699439.0	10716 (1.53 %)	3	308	307	310	4
3313 Burdeck Dr	Oakland	CA	94602	06/20/2019	5678.0	Single Family Residence	3.0	2.5	2260.0	0.54	1972		1250000.0	1098070535	Alameda County, CA	029 116400600	133712.0	311351.0	445063.0	7295 (1.63 %)	3	308	307	310	4
31425 Greenbrier Ln	Hayward	CA	94544	06/20/2019	3452.0	Single Family Residence	4.0	2.0	1613.0	6230.0	1955		760000.0	1098074365	Alameda County, CA	078G274200200	163099.0	380564.0	543663.0	7078 (1.30 %)	3	123	84	213	4
2619 10th Ave	Oakland	CA	94606	06/20/2019	4406.0	Single Family Residence	3.0	1.0	1368.0	6000.0	1921		970000.0	1098077144	Alameda County, CA	022 034201300	153449.0	358048.0	511497.0	7983 (1.56 %)	3	308	307	310	4
1555 Lakeside Dr Apt 81	Oakland	CA	94612	06/20/2019	3952.0	Condominium	1.0	1.0	1223.0		1968		870000.0	1098078032	Alameda County, CA	008 063004700	121648.0	284141.0	405789.0	6458 (1.59 %)	3	308	307	310	4
6363 Christie Ave Apt 612	Emeryville	CA	94608	05/27/2004	613.0	Condominium	1.0	1.0	768.0		1984		135000.0	1098070855	Alameda County, CA	049 153108700	54995.0	128620.0	183615.0	2614 (1.42 %)	3	316	212	561	4
34506 Milburn Ter	Fremont	CA	94555	06/20/2019	5110.0	Single Family Residence	4.0	2.5	1552.0	2700.0	1989		1125000.0	1098077818	Alameda County, CA	543 045005900	93656.0	218532.0	312188.0	4227 (1.35 %)	3	59	40	103	4
3501 Mirasol Ave	Oakland	CA	94605	06/20/2019	2771.0	Single Family Residence	2.0	1.0	985.0	6250.0	1937		610000.0	1098131227	Alameda County, CA	043A468900800	100891.0	79272.0	180163.0	3467 (1.92 %)	3	308	307	310	4
1221 Brighton Ave Apt 11	Albany	CA	94706	06/20/2019	3000.0	Condominium	2.0	2.0	1031.0		1973		660500.0	1098072190	Alameda County, CA	067 283103200	123955.0	289229.0	413184.0	7790 (1.88 %)	3	47	19	112	4
4862 Woodthrush Rd	Pleasanton	CA	94566	06/20/2019	6137.0	Single Family Residence	4.0	3.0	2146.0	7300.0	1971		1351000.0	1098111084	Alameda County, CA	946 331901800	145147.0	445073.0	590220.0	6840 (1.15 %)	0	33	19	65	0
26337 Regal Ave	Hayward	CA	94544	06/20/2019	2930.0	Single Family Residence	3.0	2.0	1227.0	5130.0	1952		645000.0	1098076724	Alameda County, CA	454 004500700	131501.0	306837.0	438338.0	5427 (1.23 %)	3	123	84	213	4
27501 Huntwood Ave Apt 3	Hayward	CA	94544	06/20/2019	1953.0	Condominium	3.0	1.5	1225.0		1987		430000.0	1098075244	Alameda County, CA	453 006507800	101856.0	237665.0	339521.0	6284 (1.85 %)	3	123	84	213	4
4128 Bay St	Fremont	CA	94538	05/04/1998	818.0	Store/Office (mixed use)	2.0	2.0	1408.0	5000.0	1955		180000.0	1098056804	Alameda County, CA	525 068000123	96304.0	151335.0	247639.0	3838 (1.55 %)	0	59	40	103	0
4452 Sunset View Dr	Dublin	CA	94568	06/20/2019	5169.0	Single Family Residence	4.0	2.5	2214.0	4187.0	2015		1138000.0	1098072480	Alameda County, CA	985 011302000	328440.0	715020.0	1043460.0	14478 (1.38 %)	0	33	18	70	0
924 Broadmoor Blvd	San Leandro	CA	94577	06/20/2019	2725.0	Single Family Residence	2.0	1.0	779.0	4500.0	1941		600000.0	1098075243	Alameda County, CA	076 030000300	155021.0	361717.0	516738.0	6761 (1.30 %)	3	123	79	226	4
2685 Mount Dana Dr	Dublin	CA	94568	06/19/2019	7043.0	Residential - Vacant Land				5597.0			1550500.0	1098057382	Alameda County, CA	985 012503100					0	33	18	70	0
401 Hale Ave	Oakland	CA	94603	06/20/2019	1885.0	Single Family Residence	2.0	1.0	1105.0	2660.0	1941		415000.0	1098069894	Alameda County, CA	045 536500803	38197.0	89126.0	127323.0	2841 (2.23 %)	3	308	307	310	4
6882 Alamilla Dr	Dublin	CA	94568	06/19/2019	4633.0	Single Family Residence	3.0	2.5	2008.0	2713.0	2016		1020000.0	1098056508	Alameda County, CA	941 284907200	299400.0	698600.0	998000.0	13434 (1.34 %)	3	33	18	70	4
800 Bancroft Ave	San Leandro	CA	94577	06/20/2019	5133.0	Single Family Residence	3.0	1.5	1986.0	10800.0	1939		1130000.0	1098068714	Alameda County, CA	076 036202101	253500.0	591500.0	845000.0	10769 (1.27 %)	3	123	79	226	4
49 Paseo Grande A	San Lorenzo	CA	94580	06/19/2019	1930.0	Condominium	2.0	1.5	874.0		1986		425000.0	1098066050	Alameda County, CA	413 006311100	82386.0	192235.0	274621.0	3696 (1.34 %)	3	123	79	226	4
3000 Rafahi Way	Hayward	CA	94541	09/30/1969	2943.0	Single Family Residence	3.0	2.0	1396.0	8320.0	1955	648000.0		1098055243	Alameda County, CA	426 002003400	32516.0	50535.0	83051.0	1559 (1.87 %)	3	123	84	213	4
15819 Via Pinale	San Lorenzo	CA	94580	03/05/2004	1794.0	Single Family Residence	3.0	1.0	1000.0	6615.0	1944		395000.0	1098069054	Alameda County, CA	412 002505700	145164.0	338718.0	483882.0	6191 (1.27 %)	3	123	79	226	4
3264 Garfield Ave	Alameda	CA	94501	06/19/2019	6064.0	Single Family Residence	3.0	1.0	1416.0	4370.0	1912		1335000.0	1098059844	Alameda County, CA	069 010302300	369684.0	343278.0	712962.0	9507 (1.33 %)	3	66	37	135	4
4 Regulus Ct	Alameda	CA	94501	06/19/2019	4065.0	Condominium	2.0	2.0	1860.0	15246.0	1988		895000.0	1098063550	Alameda County, CA	074 134404800	178499.0	416497.0	594996.0	8155 (1.37 %)	3	66	37	135	4
4464 Richmond Ave	Fremont	CA	94536	06/19/2019	4620.0	Single Family Residence	3.0	2.0	1152.0	6200.0	1961		1017000.0	1098065124	Alameda County, CA	501 074809700	19013.0	40139.0	59152.0	1200 (2.02 %)	3	59	40	103	4
3869 Yorkshire St	San Leandro	CA	94578	06/19/2019	1976.0	Condominium	2.0	2.0	918.0		1987		435000.0	1098063806	Alameda County, CA	077B115709700	56721.0	132349.0	189070.0	2650 (1.40 %)	3	123	79	226	4
8327 Ferncliff Ct	Dublin	CA	94568	06/19/2019	4565.0	Single Family Residence	4.0	3.0	2585.0	6450.0	1960		1005000.0	1098066013	Alameda County, CA	941 016601600	95423.0	443833.0	539256.0	7453 (1.38 %)	3	33	18	70	4
639 Joaquin Ave	San Leandro	CA	94577	06/19/2019	3407.0	Single Family Residence	3.0	2.0	1334.0	5720.0	1953		750000.0	1098061119	Alameda County, CA	077 052301601	88339.0	206124.0	294463.0	4104 (1.39 %)	3	123	79	226	4
26934 Halifax Pl	Hayward	CA	94542	07/21/2004	3566.0	Single Family Residence	4.0	2.0	2028.0	13272.0	1972	785000.0		1098066080	Alameda County, CA	425 030002900	51969.0	72884.0	124853.0	1750 (1.40 %)	3	123	84	213	4
2762 4th St	Livermore	CA	94550	06/19/2019	3089.0	Single Family Residence	2.0	1.0	802.0	10000.0	1955		680000.0	1098065686	Alameda County, CA	097 013300202	32322.0	23872.0	56194.0	1610 (2.86 %)	3	51	33	92	4
8464 Aster Ave	Oakland	CA	94605	06/19/2019	3075.0	Single Family Residence	3.0	2.5	1708.0	10706.0	1957		677000.0	1098064718	Alameda County, CA	043A464900800	28519.0	62109.0	90628.0	2850 (3.14 %)	3	308	307	310	4
39326 Marbella Terraza	Fremont	CA	94538	06/19/2019	3261.0	Condominium	2.0	2.0	1158.0		2001		718000.0	1098059263	Alameda County, CA	507 080408900	132294.0	308990.0	441284.0	5564 (1.26 %)	3	59	40	103	4
1410 Hopkins St	Berkeley	CA	94702	06/19/2019	6609.0	Single Family Residence	3.0	1.5	1453.0	5200.0	1938		1455000.0	1098065405	Alameda County, CA	060 243002200	34012.0	33801.0	67813.0	3173 (4.68 %)	3	125	94	197	4
1133 Cornell Ave	Albany	CA	94706	06/19/2019	4997.0	Single Family Residence	2.0	1.0	928.0	3800.0	1941		1100000.0	1098068166	Alameda County, CA	065 240801700	209135.0	487982.0	697117.0	11717 (1.68 %)	3	47	19	112	4
325 Kitty Hawk Rd Unit 105	Alameda	CA	94501	06/19/2019	2158.0	Condominium	2.0	1.0	854.0	1.0	1964		475000.0	1098063290	Alameda County, CA	074 125006500	84111.0	110287.0	194398.0	2998 (1.54 %)	3	66	37	135	4
22480 Linden St	Hayward	CA	94541	06/19/2019	3952.0	Single Family Residence				13821.0			870000.0	1098058058	Alameda County, CA	416 012005600	8962.0	0.0	8962.0	178 (1.98 %)	3	123	84	213	4
48924 Rustyleaf Ter	Fremont	CA	94539	06/19/2019	1465.0	Single Family Residence	4.0	2.5	1835.0		2007		322500.0	1098072870	Alameda County, CA	519 173806000	239928.0	722842.0	962770.0	11801 (1.22 %)	3	59	40	103	4
31298 Santa Rita Way	Union City	CA	94587	06/19/2019	4247.0	Single Family Residence	4.0	2.0	1556.0	5500.0	1969		935000.0	1098065141	Alameda County, CA	483 004304300	175267.0	408958.0	584225.0	8545 (1.46 %)	3	67	46	116	4
19304 Parsons Ave	Castro Valley	CA	94546	06/19/2019	1363.0	Single Family Residence	2.0	2.0	1802.0	11620.0	1928		300000.0	1098065352	Alameda County, CA	084B057003002	38659.0	27250.0	65909.0	1374 (2.08 %)	3	123	79	226	4
2155 Keys Pl	Hayward	CA	94545	06/19/2019	693.0	Single Family Residence	3.0	2.0	1119.0	6417.0	1955		152500.0	1098063551	Alameda County, CA	455 007605300	138513.0	323198.0	461711.0	5701 (1.23 %)	3	123	84	213	4
2727 Vista Diablo Ct	Pleasanton	CA	94566	06/19/2019	6677.0	Single Family Residence	4.0	3.0	2750.0	7661.0	1996		1470000.0	1098061772	Alameda County, CA	946 173601000	187649.0	437993.0	625642.0	7250 (1.15 %)	3	33	19	65	4
2533 Glen Isle Ave	Pleasanton	CA	94588	06/19/2019	4783.0	Single Family Residence	4.0	2.5	2295.0	3351.0	1994		1053000.0	1098061479	Alameda County, CA	946 110401100	195388.0	455906.0	651294.0	7628 (1.17 %)	3	33	19	65	4
4793 Central Ave	Fremont	CA	94536	06/19/2019	3588.0	Single Family Residence	3.0	2.0	1167.0	5580.0	1955		790000.0	1098068829	Alameda County, CA	501 055609600	19013.0	39293.0	58306.0	1190 (2.04 %)	3	59	40	103	4
4205 Loyalton Rd	Dublin	CA	94568	06/19/2019	4529.0	Residential - Vacant Land				1984.0			997000.0	1098072415	Alameda County, CA	985 011611100	178175.0	0.0	178175.0	2399 (1.34 %)	3	33	18	70	4
2867 Lakeview Ct	Fremont	CA	94538	06/19/2019	16125.0	MISCELLANEOUS		0.5	3018.0		2008		3550000.0	1098123525	Alameda County, CA	519 173904900	116778.0	272484.0	389262.0	5140 (1.32 %)	0	59	40	103	0
14 Sea Crest Ter	Fremont	CA	94536	06/19/2019	3407.0	Condominium	2.0	2.5	1254.0	1950.0	1987		750000.0	1098053983	Alameda County, CA	507 058507300	78641.0	183496.0	262137.0	3592 (1.37 %)	3	59	40	103	4
6527 Whitney St	Oakland	CA	94609	06/19/2019	6813.0	Single Family Residence	3.0	1.5	1749.0	4000.0	1913		1500000.0	1098077937	Alameda County, CA	016 142901100	215206.0	502149.0	717355.0	10713 (1.49 %)	3	308	307	310	4
3043 Ellis St	Berkeley	CA	94703	05/01/1998	743.0	Single Family Residence	2.0	1.0	1149.0	3430.0	1944		163500.0	1098055864	Alameda County, CA	053 160201900	67550.0	157389.0	224939.0	4305 (1.91 %)	3	125	94	197	4
2732 Maxwell Ave	Oakland	CA	94619	06/19/2019	2008.0	Single Family Residence	3.0	2.0	1988.0	4032.0	1923		442000.0	1098053802	Alameda County, CA	036 246203700	69339.0	161791.0	231130.0	4147 (1.79 %)	3	308	307	310	4
2863 Lakeview Ct	Fremont	CA	94538	06/19/2019	16125.0	MISCELLANEOUS		0.5	3253.0		2008		3550000.0	1098127408	Alameda County, CA	519 173904800	125676.0	305210.0	430886.0	5625 (1.30 %)	0	59	40	103	0
42629 Saratoga Park St	Fremont	CA	94538	06/19/2019	4361.0	Single Family Residence	5.0	2.0	1767.0	5700.0	1962		960000.0	1098074728	Alameda County, CA	525 131209500	408000.0	500820.0	908820.0	11178 (1.22 %)	0	59	40	103	0
1189 66th St	Oakland	CA	94608	06/19/2019	3861.0	Condominium	2.0	2.0	1521.0		2006		850000.0	1098054526	Alameda County, CA	016 152809600	220482.0	514729.0	735211.0	10997 (1.49 %)	3	308	307	310	4
39152 Guardino Dr Apt 206	Fremont	CA	94538	06/19/2019	2044.0	Condominium	1.0	1.0	693.0		1990		450000.0	1098058196	Alameda County, CA	507 081500600	95995.0	223989.0	319984.0	4148 (1.29 %)	3	59	40	103	4
26345 Huntwood Ave	Hayward	CA	94544	06/19/2019	2816.0	Single Family Residence	3.0	2.0	1165.0	5005.0	1954		620000.0	1098057201	Alameda County, CA	453 001503000	23660.0	33590.0	57250.0	1039 (1.81 %)	3	123	84	213	4
5856 Nugget Way	Dublin	CA	94568	06/19/2019	5056.0	Contact Agent							1113000.0	1098361033	Alameda County, CA	986005708300					0	33	18	70	0
8483 Ney Ave	Oakland	CA	94605	06/19/2019	4429.0	Single Family Residence	5.0	3.0	2636.0	9300.0	1957		975000.0	1098123759	Alameda County, CA	043A464905500	134640.0	314160.0	448800.0	7232 (1.61 %)	3	308	307	310	4
5533 Gracen Way	Dublin	CA	94568	06/19/2019	4724.0	Residential - Vacant Land				2420.0			1040000.0	1098058411	Alameda County, CA	986 005806200					0	33	18	70	0
44 Arlington Ave	Kensington	CA	94707	06/19/2019	14081.0	Single Family Residence	4.0	5.0	6570.0	0.51	1957		3100000.0	1096994587	Contra Costa County, CA	5720220176	51048.0	820314.0	871362.0	12570 (1.44 %)	3	25	16	47	4
1191 Euclid Ave	Berkeley	CA	94708	06/19/2019	6241.0	Single Family Residence	4.0	1.0	1953.0	6985.0	1912		1374000.0	1098055372	Alameda County, CA	063 298806700	188209.0	439156.0	627365.0	10932 (1.74 %)	3	125	94	197	4
14473 Doolittle Dr	San Leandro	CA	94577	06/19/2019	1885.0	Condominium	2.0	2.0	865.0		1979		415000.0	1098118641	Alameda County, CA	080G092920500	54264.0	51349.0	105613.0	1934 (1.83 %)	0	123	79	226	0
357 Yukon Way	Livermore	CA	94550	06/19/2019	6430.0	Single Family Residence	5.0	3.0	3096.0	14690.0	1998		1415500.0	1098056566	Alameda County, CA	099 028205500	186968.0	463983.0	650951.0	8872 (1.36 %)	3	51	33	92	4
3447 Finnian Way	Dublin	CA	94568	06/19/2019	3132.0	Condominium	2.0	2.0	1519.0		2006		689500.0	1098056333	Alameda County, CA	985 003820600	177000.0	413000.0	590000.0	8114 (1.37 %)	3	33	18	70	4
2815 Brookdale Ave	Oakland	CA	94602	06/19/2019	2771.0	Single Family Residence	2.0	1.0	1014.0	2840.0	1923		610000.0	1098079733	Alameda County, CA	027 085304700	101399.0	236597.0	337996.0	5682 (1.68 %)	3	308	307	310	4
2323 103rd Ave	Oakland	CA	94603	06/19/2019	2044.0	Single Family Residence	2.0	1.0	1020.0	3800.0	1941		450000.0	1098056085	Alameda County, CA	047 556301401	53794.0	125519.0	179313.0	3448 (1.92 %)	3	308	307	310	4
5322 Greenridge Rd	Castro Valley	CA	94552	06/19/2019	4088.0	Single Family Residence	4.0	2.0	1953.0	10549.0	1964		900000.0	1098073801	Alameda County, CA	085 160101900	109814.0	171585.0	281399.0	3894 (1.38 %)	3	123	79	226	4
5751 Walnut St	Oakland	CA	94605	02/09/2006	3021.0	Single Family Residence	2.0	2.0	1894.0	8240.0	1928	665000.0		1098053796	Alameda County, CA	038 317706000	68427.0	33096.0	101523.0	3672 (3.61 %)	3	308	307	310	4
1770 142nd Ave	San Leandro	CA	94578	06/19/2019	2816.0	Single Family Residence	2.0	1.0	843.0	6077.0	1942		620000.0	1098073365	Alameda County, CA	077E156601800	113820.0	162933.0	276753.0	3769 (1.36 %)	3	123	79	226	4
29 Portsmouth Rd	Piedmont	CA	94610	06/19/2019	7449.0	Single Family Residence	3.0	1.0	1551.0	3015.0	1923		1640000.0	1098058222	Alameda County, CA	050 086105500	224342.0	523466.0	747808.0	13180 (1.76 %)	3	57	48	77	4
25145 Copa Del Oro Dr Unit 142	Hayward	CA	94545	06/19/2019	1726.0	Condominium	1.0	1.0	608.0		1991		380000.0	1098059394	Alameda County, CA	442 005118500	38370.0	89530.0	127900.0	1822 (1.42 %)	3	123	84	213	4
646 Paseo Del Rio	San Lorenzo	CA	94580	RECENTLY SOLD	2794.0	Single Family Residence	3.0	1.0	1000.0	5063.0	1944	615000.0		1098071300	Alameda County, CA	412 001705000	29787.0	22393.0	52180.0	1081 (2.07 %)	0	123	79	226	0
35832 Vinewood St	Newark	CA	94560	02/25/1994	888.0	Single Family Residence	3.0	2.0	1700.0	6000.0	1962		195500.0	1098068008	Alameda County, CA	092A077708200	85963.0	200338.0	286301.0	3798 (1.32 %)	0	86	56	155	0
28171 Dobbel Ave	Hayward	CA	94542	05/06/1993	1099.0	Single Family Residence			1612.0	10763.0	1978		242000.0	1098073651	Alameda County, CA	081D208103900	108444.0	253037.0	361481.0	4525 (1.25 %)	3	123	84	213	4
32740 Pulaski Dr	Hayward	CA	94544	06/19/2019	927.0	Single Family Residence	2.0	1.0	820.0	5000.0	1951		204000.0	1098074041	Alameda County, CA	078G277201902	64906.0	151448.0	216354.0	2914 (1.34 %)	3	123	84	213	4
2221 Carleton St	Berkeley	CA	94704	06/19/2019	4361.0	Single Family Residence	2.0	1.5	1064.0	4455.0	1910		960000.0	1098070159	Alameda County, CA	055 182801200	200524.0	36010.0	236534.0	5329 (2.25 %)	3	125	94	197	4
6415 Amber Ln	Pleasanton	CA	94566	06/19/2019	6075.0	Single Family Residence	6.0	3.0	3226.0	9858.0	1970		1337500.0	1098069661	Alameda County, CA	949 000302500	331041.0	772429.0	1103470.0	12784 (1.15 %)	3	33	19	65	4
2920 Flint St	Union City	CA	94587	06/19/2019	2498.0	Condominium	2.0	2.0	932.0	1.16	1988		550000.0	1098069601	Alameda County, CA	463 009612400	92832.0	216519.0	309351.0	4419 (1.42 %)	3	67	46	116	4
2905 Union St	Oakland	CA	94608	06/19/2019	6359.0	Warehouse, Storage			5200.0	6038.0			1400000.0	1098073932	Alameda County, CA	005 045901100	152740.0	604599.0	757339.0	11430 (1.50 %)	3	308	307	310	4
3057 Hillegass Ave	Berkeley	CA	94705	06/19/2019	12718.0	Single Family Residence	5.0	3.5	2812.0	5576.0	1908		2800000.0	1098068720	Alameda County, CA	052 156102100	212743.0	559589.0	772332.0	12144 (1.57 %)	3	125	94	197	4
Dougherty Rd	Dublin	CA	94568	06/19/2019	4506.0	Residential - Vacant Land				0.62			992000.0	1098073916	Alameda County, CA	986 005600100					0	33	18	70	4
543 31st St	Oakland	CA	94609	06/26/1984	3620.0	Duplex (2 units, any combination)	5.0	2.0	2512.0	4900.0	1903	797000.0		1098076447	Alameda County, CA	009 070804700	106712.0	18942.0	125654.0	3024 (2.40 %)	3	308	307	310	4
790 Cary Dr	San Leandro	CA	94577	06/19/2019	1363.0	Single Family Residence	3.0	1.5	2015.0	8162.0	1936		300000.0	1098062197	Alameda County, CA	077 049604600	101525.0	52793.0	154318.0	2428 (1.57 %)	3	123	79	226	4
5933 Via Lugano	Fremont	CA	94555	06/19/2019	668.0	Condominium	3.0	3.5	1617.0		2012		147000.0	1098067738	Alameda County, CA	543 047211300	172841.0	403403.0	576244.0	7162 (1.24 %)	3	59	40	103	4
54 Loop 22	Emeryville	CA	94608	06/19/2019	3977.0	Condominium	2.0	2.5	1212.0	1632.0	2004		875500.0	1098065946	Alameda County, CA	049 154203800	241500.0	563500.0	805000.0	9549 (1.18 %)	3	316	212	561	4
198 Peters Ave Apt D	Pleasanton	CA	94566	06/19/2019	2407.0	Condominium	2.0	2.0	878.0		1989		530000.0	1098063979	Alameda County, CA	094 015603300	121792.0	283890.0	405682.0	4771 (1.17 %)	3	33	19	65	4
5439 Mira Loma Ct	Livermore	CA	94551	06/19/2019	3861.0	Single Family Residence	4.0	2.5	1755.0	10079.0	1979		850000.0	1098067413	Alameda County, CA	099B520607400	130079.0	309112.0	439191.0	5916 (1.34 %)	3	51	33	92	4
20026 Wisteria St	Castro Valley	CA	94546	06/19/2019	11506.0	Multi-Family Dwellings	14.0	7.0	5328.0	15655.0	1930		2533000.0	1098075919	Alameda County, CA	084A013007200	235258.0	548936.0	784194.0	11174 (1.42 %)	3	123	79	226	4
3931 Grand Ave	Oakland	CA	94610	06/19/2019	9085.0	Medical Building			5036.0	6592.0	1922		2000000.0	1098079666	Alameda County, CA	010 083303700	338518.0	520374.0	858892.0	13184 (1.53 %)	3	308	307	310	4
1780 N Terracina Dr	Dublin	CA	94568	05/15/2015	5417.0	Single Family Residence	4.0	3.5	3465.0	5695.0	2015		1192500.0	1098062574	Alameda County, CA	985 010901100	373522.0	861163.0	1234685.0	16948 (1.37 %)	3	33	18	70	4
17531 Wickman Pl	San Lorenzo	CA	94580	06/19/2019	2112.0	Condominium	2.0	1.5	1168.0	820.0	1971		465000.0	1098077078	Alameda County, CA	413 003507100	113220.0	264180.0	377400.0	4814 (1.27 %)	3	123	79	226	4
915 Grand St	Alameda	CA	94501	06/19/2019	9085.0	Single Family Residence	4.0	2.5	2933.0	7500.0	1900		2000000.0	1098070478	Alameda County, CA	072 031200300	420253.0	980590.0	1400843.0	17745 (1.26 %)	3	66	37	135	4
2945 Baywalk Rd	Alameda	CA	94502	06/19/2019	4769.0	Single Family Residence	3.0	2.5	1901.0	2300.0	1991		1050000.0	1098068382	Alameda County, CA	074 103811300	222497.0	519161.0	741658.0	9977 (1.34 %)	3	66	37	135	4
5346 Briar Ridge Dr	Castro Valley	CA	94552	06/19/2019	3066.0	Condominium			1619.0	1078.0	1978		675000.0	1098060720	Alameda County, CA	085 630601400	118410.0	276292.0	394702.0	5404 (1.36 %)	3	123	79	226	4
888 Vermont St	Oakland	CA	94610	06/19/2019	63592.0	Multi-Family Dwellings	54.0	49.0	38405.0	19700.0	1968		14000000.0	1098111147	Alameda County, CA	011 084202501	1098125.0	4887906.0	5986031.0	93280 (1.55 %)	3	308	307	310	4
22480 Linden St	Hayward	CA	94541	06/19/2019	3952.0	Single Family Residence	3.0	3.0	1768.0	3009.0	1960		870000.0	1098079538	Alameda County, CA	416 012005700	118004.0	190450.0	308454.0	3760 (1.21 %)	3	123	84	213	4
4430 Holt St	Union City	CA	94587	06/19/2019	4224.0	Single Family Residence	4.0	2.5	1814.0	4500.0	1984		930000.0	1098129118	Alameda County, CA	543 043805800	222386.0	518902.0	741288.0	10519 (1.41 %)	3	67	46	116	4
388 9th St Ste 161	Oakland	CA	94607	06/19/2019	2044.0	Store/Office (mixed use)			394.0				450000.0	1098127271	Alameda County, CA	002 006035600	54323.0	217292.0	271615.0	4528 (1.66 %)	3	308	307	310	4
