address_street	address_locality	address_region	address_code	date_sold	mortgage	info_type	info_bedrooms	info_bathrooms	info_size	info_lot_size	info_year_built	info_sold_price	info_property_id	info_county	info_parcel_number	taxes_land	taxes_improvements	taxes_total	taxes_taxes	school	total_crime	violent_crime	property_crime	foreclosures	year_sold
1317 Mc Fadden Dr # 141	Fullerton	CA	92833	07/29/2019	2339.0	Condominium	2.0	2.0	1177.0		2003.0	515000.0	1098466604	Orange County, CA	93624362	49570.0	255023.0	304593.0	5167 (1.69 %)	3	65.0	49.0	100.0	4	2019
5915 Via Del Tecolote	Yorba Linda	CA	92887	07/29/2019	3906.0	Single Family Residence	4.0	3.0	2586.0	7150.0	1986.0	860000.0	1098470883	Orange County, CA	35164158	557189.0	235484.0	792673.0	9223 (1.16 %)	3	22.0	12.0	44.0	4	2019
8352 Crescent Ave	Buena Park	CA	90620	07/29/2019	2782.0	Single Family Residence	2.0	1.0	1144.0	16470.0	1912.0	612500.0	1098474611	Orange County, CA	7054336	195111.0	47483.0	242594.0	3062 (1.26 %)	3	71.0	40.0	145.0	4	2019
2277 Via Mariposa W Unit O	Laguna Woods	CA	92637	07/29/2019	1090.0	Condominium	2.0	2.0	1009.0		1969.0	240000.0	1098622579	Orange County, CA	93153032	89221.0	89779.0	179000.0	1854 (1.03 %)	3	14.0	5.0	34.0	4	2019
8777 Coral Springs Ct Unit 7C	Huntington Beach	CA	92646	07/29/2019	1999.0	Condominium	2.0	2.0	1032.0	7.0	1972.0	440000.0	1098418766	Orange County, CA	93280045	353739.0	69261.0	423000.0	4971 (1.17 %)	3	57.0	47.0	82.0	4	2019
12 Daffodil # 35	Rancho Santa Margarita	CA	92688	07/29/2019	2498.0	Condominium	3.0	3.0	1174.0		1986.0	550000.0	1098517589	Orange County, CA	93096496	93467.0	125445.0	218912.0	2489 (1.13 %)	3	13.0	9.0	23.0	4	2019
2572 Elden Ave Apt U	Costa Mesa	CA	92627	07/29/2019	3225.0	Condominium	3.0	3.0	1578.0		1989.0	710000.0	1098476041	Orange County, CA	93985046	487792.0	162208.0	650000.0	7199 (1.10 %)	3	94.0	65.0	162.0	4	2019
316 Hanover Dr	Costa Mesa	CA	92626	07/29/2019	3498.0	Single Family Residence	4.0	3.0	2027.0	6720.0	1958.0	770000.0	1098414596	Orange County, CA	14138110	205680.0	187500.0	393180.0	4720 (1.20 %)	3	94.0	65.0	162.0	4	2019
24601 Kings Pointe	Laguna Niguel	CA	92677	07/29/2019	4383.0	Single Family Residence	4.0	2.0	2332.0	10800.0	1987.0	965000.0	1098420791	Orange County, CA	65434403	213732.0	236327.0	450059.0	4500 (0.99 %)	3	29.0	26.0	35.0	4	2019
2114 Traynor Ave	Placentia	CA	92870	07/29/2019	3270.0	Single Family Residence	4.0	2.0	1815.0	7208.0	1969.0	720000.0	1098475616	Orange County, CA	33608210	149355.0	112051.0	261406.0	3486 (1.33 %)	3	44.0	29.0	79.0	4	2019
1040 W MacArthur Blvd Apt 39	Santa Ana	CA	92707	07/29/2019	1726.0	Condominium	2.0	2.0	953.0		1969.0	380000.0	1098464826	Orange County, CA	93738335	245434.0	47958.0	293392.0	3588 (1.22 %)	3	128.0	128.0	128.0	4	2019
28262 Sorrento Unit 137	Laguna Niguel	CA	92677	07/29/2019	2012.0	Condominium	3.0	2.0	1049.0		1984.0	443000.0	1098476036	Orange County, CA	93919419	281007.0	86960.0	367967.0	3736 (1.01 %)	3	29.0	26.0	35.0	4	2019
3 Milkwood # 106	Rancho Santa Margarita	CA	92688	07/29/2019	1903.0	Condominium	2.0	2.0	939.0		1986.0	419000.0	1098457817	Orange County, CA	93375073	336208.0	73792.0	410000.0	4966 (1.21 %)	3	13.0	9.0	23.0	4	2019
29295 Modjeska Canyon Rd	Silverado	CA	92676	07/29/2019	749.0	Single Family Residence						165000.0	1098526022	Orange County, CA	10526130					3	29.0	23.0	42.0	4	2019
512 Avenida Acapulco	San Clemente	CA	92672	07/29/2019	3111.0	Single Family Residence	2.0	2.0	1024.0	2576.0	1974.0	685000.0	1098461220	Orange County, CA	69015112	200300.0	104056.0	304356.0	3099 (1.01 %)	3	28.0	18.0	52.0	4	2019
5815 E Mountain Loop Trl # 22	Anaheim	CA	92807	07/29/2019	3225.0	Condominium	3.0	3.0	1756.0		1979.0	710000.0	1098459904	Orange County, CA	93643022	344973.0	160977.0	505950.0	5633 (1.11 %)	3	88.0	71.0	127.0	4	2019
22311 Chestnut Ln	Lake Forest	CA	92630	07/29/2019	3634.0	Single Family Residence	3.0	2.0	2179.0	6900.0	1976.0	800000.0	1098459887	Orange County, CA	61428134	451961.0	171798.0	623759.0	6554 (1.05 %)	3	29.0	23.0	42.0	4	2019
15 Mariposa	Trabuco Canyon	CA	92679	07/29/2019	4224.0	Single Family Residence	3.0	3.0	2539.0	6120.0	1994.0	930000.0	1098520886	Orange County, CA	80472127	546527.0	313883.0	860410.0	8859 (1.02 %)	3	13.0	9.0	23.0	4	2019
2102 Canyon Cir	Costa Mesa	CA	92627	07/29/2019	4402.0	Single Family Residence	4.0	4.0	2627.0	3745.0	2007.0	969000.0	1098628230	Orange County, CA	42254127	465888.0	470472.0	936360.0	10504 (1.12 %)	3	94.0	65.0	162.0	4	2019
17331 Orange Dr	Yorba Linda	CA	92886	07/29/2019	3361.0	Single Family Residence	4.0	2.0	1696.0	7242.0	1964.0	740000.0	1098679356	Orange County, CA	33426510	183670.0	99777.0	283447.0	3434 (1.21 %)	3	22.0	12.0	44.0	4	2019
9822 Oscar Cir	Fountain Valley	CA	92708	07/29/2019	4111.0	Single Family Residence	4.0	2.0	1738.0	7203.0	1974.0	905000.0	1098466210	Orange County, CA	16725206	503262.0	133105.0	636367.0	7176 (1.12 %)	3	41.0	11.0	110.0	4	2019
1754 E Ocean Blvd	Newport Beach	CA	92661	07/29/2019	19305.0	Single Family Residence	2.0	1.0	942.0	2625.0	1949.0	4250000.0	1098556029	Orange County, CA	4821115	1874381.0	48319.0	1922700.0	21557 (1.12 %)	3	49.0	31.0	90.0	4	2019
841 Fen Way	Laguna Beach	CA	92651	07/29/2019	14081.0	Single Family Residence	2.0	1.0	1112.0	4440.0	1951.0	3100000.0	1098458426	Orange County, CA	64410301	1117592.0	55408.0	1173000.0	12865 (1.09 %)	3	69.0	50.0	112.0	4	2019
21495 Aguilar	Mission Viejo	CA	92691	07/29/2019	2862.0	Single Family Residence	3.0	2.0	1120.0	5324.0	1976.0	630000.0	1098476583	Orange County, CA	83707215	391577.0	87497.0	479074.0	4941 (1.03 %)	3	29.0	25.0	39.0	4	2019
13182 Ferndale Dr	Garden Grove	CA	92844	07/29/2019	1794.0	Single Family Residence	2.0	1.0	876.0	2216.0	1972.0	395000.0	1098470576	Orange County, CA	9763242	320949.0	57051.0	378000.0	4855 (1.28 %)	3	76.0	57.0	122.0	4	2019
3211 Kingswood Ct	Fullerton	CA	92835	07/29/2019	1930.0	Single Family Residence	4.0	2.0	1407.0	2960.0	1974.0	425000.0	1098573225	Orange County, CA	33711457	182536.0	103506.0	286042.0	3374 (1.17 %)	3	65.0	49.0	100.0	4	2019
2144 E Ocean Blvd	Newport Beach	CA	92661	07/29/2019	16352.0	Single Family Residence	2.0	2.0	2206.0	4800.0	1933.0	3600000.0	1098474008	Orange County, CA	4828119	1927127.0	92941.0	2020068.0	23367 (1.15 %)	3	49.0	31.0	90.0	4	2019
11402 Larkin Dr	Garden Grove	CA	92841	07/29/2019	3679.0	Single Family Residence	3.0	2.0	2059.0	11200.0	1958.0	810000.0	1098471886	Orange County, CA	13215202	31680.0	101450.0	133130.0	1867 (1.40 %)	3	76.0	57.0	122.0	4	2019
24966 Sea Crest Dr	Dana Point	CA	92629	07/29/2019	6223.0	Single Family Residence	3.0	3.0	2029.0	5400.0	1989.0	1370000.0	1098394263	Orange County, CA	68235105	446490.0	206061.0	652551.0	6620 (1.01 %)	3	33.0	23.0	55.0	4	2019
10 Corte Sevilla	San Clemente	CA	92673	07/29/2019	5451.0	Single Family Residence	3.0	3.0	3046.0	9012.0	2003.0	1200000.0	1098466229	Orange County, CA	70129157	396048.0	401425.0	797473.0	9626 (1.20 %)	3	28.0	18.0	52.0	4	2019
1656 Corsica Pl	Costa Mesa	CA	92626	07/29/2019	4084.0	Single Family Residence	3.0	2.0	1477.0	9180.0	1958.0	899000.0	1098397449	Orange County, CA	13918505	263633.0	71316.0	334949.0	4109 (1.22 %)	3	94.0	65.0	162.0	4	2019
8 Sauvignon Dr	Mission Viejo	CA	92694	07/29/2019	4997.0	Single Family Residence	4.0	3.0	3410.0	7009.0	2002.0	1100000.0	1098393744	Orange County, CA	75967303	469225.0	560633.0	1029858.0	15638 (1.51 %)	3	29.0	25.0	39.0	4	2019
6841 Oregon St	Buena Park	CA	90621	07/29/2019	2521.0	Single Family Residence	3.0	1.0	1234.0	7980.0	1950.0	555000.0	1098420907	Orange County, CA	27634128	326482.0	45575.0	372057.0	4414 (1.18 %)	3	71.0	40.0	145.0	4	2019
26 Lakeshore # 17	Irvine	CA	92604	07/29/2019	3861.0	Condominium	2.0	2.0	1452.0		1981.0	850000.0	1098411897	Orange County, CA	93114417	491831.0	130466.0	622297.0	6639 (1.06 %)	3	30.0	22.0	48.0	4	2019
2296 Via Puerta	Laguna Woods	CA	92637	07/29/2019	1181.0	Condominium	2.0	2.0	1057.0		1969.0	260000.0	1098408527	Orange County, CA	93151023	26797.0	65325.0	92122.0	961 (1.04 %)	3	14.0	5.0	34.0	4	2019
42 Via Pausa	Rancho Santa Margarita	CA	92688	07/29/2019	1835.0	Condominium	2.0	1.0	864.0		1995.0	404000.0	1098616196	Orange County, CA	93545548	267379.0	99821.0	367200.0	4274 (1.16 %)	3	13.0	9.0	23.0	4	2019
5980 Bedford Ct # 134	Yorba Linda	CA	92887	07/29/2019	1862.0	Condominium	2.0	2.0	1013.0		1985.0	410000.0	1098471156	Orange County, CA	93648381	247066.0	96220.0	343286.0	4147 (1.20 %)	3	22.0	12.0	44.0	4	2019
414 Acacia Ave # 1/2	Corona Del Mar	CA	92625	07/29/2019	5564.0	Condominium	2.0	2.0	1356.0		2000.0	1225000.0	1098471985	Orange County, CA	93801419	837037.0	122721.0	959758.0	10437 (1.08 %)	3	49.0	31.0	90.0	4	2019
1759 N Willow Woods Dr # 148	Anaheim	CA	92807	07/29/2019	1976.0	Condominium	3.0	2.0	1134.0		1976.0	435000.0	1098474800	Orange County, CA	93449044	143387.0	89615.0	233002.0	2799 (1.20 %)	3	88.0	71.0	127.0	4	2019
9081 Belcaro Dr	Huntington Beach	CA	92646	07/29/2019	6223.0	Single Family Residence	4.0	3.0	3268.0	6600.0	1987.0	1370000.0	1098574585	Orange County, CA	14938106	854480.0	355988.0	1210468.0	13802 (1.14 %)	3	57.0	47.0	82.0	4	2019
5122 E Hunsford Dr Unit A	Orange	CA	92867	07/29/2019	1999.0	Condominium	2.0	2.0	1018.0		1995.0	440000.0	1098458848	Orange County, CA	93928126	359446.0	119138.0	478584.0	5418 (1.13 %)	3	55.0	41.0	85.0	4	2019
1925 Anaheim Ave # 6	Costa Mesa	CA	92627	07/29/2019	2362.0	Condominium	2.0	3.0	1319.0		1981.0	520000.0	1098460258	Orange County, CA	93824029	273157.0	139194.0	412351.0	4777 (1.15 %)	3	94.0	65.0	162.0	4	2019
14 Corte De Vega	San Clemente	CA	92673	07/29/2019	3861.0	Single Family Residence	2.0	2.0	2104.0	4545.0	2002.0	850000.0	1098421217	Orange County, CA	70126129	243469.0	243465.0	486934.0	6217 (1.27 %)	3	28.0	18.0	52.0	4	2019
4250 W 5th St	Santa Ana	CA	92703	07/29/2019	2566.0	Condominium	3.0	3.0	1534.0			565000.0	1098459410	Orange County, CA	93870107	313088.0	233122.0	546210.0	6451 (1.18 %)	3	128.0	128.0	128.0	4	2019
2907 Cliff Dr	Newport Beach	CA	92663	07/29/2019	17125.0	Single Family Residence	4.0	6.0	4977.0	8892.0	1989.0	3770000.0	1098460251	Orange County, CA	4910320	525609.0	1182711.0	1708320.0	18234 (1.06 %)	3	49.0	31.0	90.0	4	2019
8682 Garfield Ave	Huntington Beach	CA	92646	07/29/2019	5428.0	Single Family Residence	3.0	2.0	3134.0	7344.0	1975.0	1195000.0	1098458362	Orange County, CA	15350105	668549.0	200146.0	868695.0	9901 (1.13 %)	3	57.0	47.0	82.0	4	2019
4467 Via Del Valle	Yorba Linda	CA	92886	07/29/2019	3361.0	Single Family Residence	4.0	2.0	1578.0	7910.0	1970.0	740000.0	1098458530	Orange County, CA	34923209	592798.0	79382.0	672180.0	7725 (1.14 %)	3	22.0	12.0	44.0	4	2019
27541 Velador	Mission Viejo	CA	92691	07/29/2019	3725.0	Single Family Residence	4.0	3.0	2068.0	5074.0	1977.0	820000.0	1098460343	Orange County, CA	83718138	376757.0	128392.0	505149.0	5137 (1.01 %)	3	29.0	25.0	39.0	4	2019
57 Plantation	Irvine	CA	92620	07/29/2019	4565.0	Condominium	4.0	3.0	2299.0		2007.0	1005000.0	1098425488	Orange County, CA	93265615	551480.0	349970.0	901450.0	12733 (1.41 %)	3	30.0	22.0	48.0	4	2019
70 Tulip	Irvine	CA	92620	07/29/2019	2816.0	Condominium	2.0	2.0	1182.0			620000.0	1098459510	Orange County, CA	93132032	348357.0	195928.0	544285.0	8447 (1.55 %)	3	30.0	22.0	48.0	4	2019
10 Little Pond	Laguna Niguel	CA	92677	07/29/2019	15389.0	Single Family Residence	5.0	7.0	7012.0	9990.0	1999.0	3388000.0	1098431711	Orange County, CA	67376119	1820780.0	1426220.0	3247000.0	34068 (1.04 %)	3	29.0	26.0	35.0	4	2019
1139 Whitewater Dr # 224	Fullerton	CA	92833	07/29/2019	2585.0	Condominium	2.0	3.0	1381.0		1983.0	569000.0	1098430733	Orange County, CA	93624224	394652.0	122917.0	517569.0	5951 (1.14 %)	3	65.0	49.0	100.0	4	2019
3240 San Amadeo Unit C	Laguna Woods	CA	92637	07/29/2019	3398.0	Condominium	2.0	2.0	1253.0		1972.0	748000.0	1098460729	Orange County, CA	93244065	367526.0	119025.0	486551.0	4942 (1.01 %)	3	14.0	5.0	34.0	4	2019
635 Candlewood St	Brea	CA	92821	07/29/2019	3248.0	Single Family Residence	4.0	2.0	1599.0	6000.0	1966.0	715000.0	1098457195	Orange County, CA	31906514	536984.0	93376.0	630360.0	7291 (1.15 %)	3	86.0	73.0	118.0	4	2019
17796 Elm St	Fountain Valley	CA	92708	07/29/2019	3884.0	Single Family Residence	4.0	2.0	1981.0	7280.0	1963.0	855000.0	1098460308	Orange County, CA	16715226	604095.0	102017.0	706112.0	7932 (1.12 %)	3	41.0	11.0	110.0	4	2019
11361 Grand Manan Dr	Cypress	CA	90630	07/29/2019	2589.0	Single Family Residence	3.0	3.0	1435.0	2054.0	1974.0	570000.0	1098458311	Orange County, CA	22416241	355701.0	103753.0	459454.0	5332 (1.16 %)	3	31.0	15.0	68.0	4	2019
391 Deerfield Ave # 79	Irvine	CA	92606	07/29/2019	2498.0	Condominium	2.0	2.0	1134.0		1985.0	550000.0	1098459433	Orange County, CA	93009639	70068.0	117003.0	187071.0	2032 (1.08 %)	3	30.0	22.0	48.0	4	2019
23921 Stillwater Ln	Laguna Niguel	CA	92677	07/29/2019	4656.0	Single Family Residence	4.0	2.0	2308.0	9525.0	1964.0	1025000.0	1098434421	Orange County, CA	65405109	253819.0	131656.0	385475.0	3847 (0.99 %)	3	29.0	26.0	35.0	4	2019
7437 Santa Domingo Way	Buena Park	CA	90620	07/29/2019	2703.0	Single Family Residence	3.0	2.0	1328.0	6048.0	1956.0	595000.0	1098461336	Orange County, CA	13505320	223227.0	74736.0	297963.0	3602 (1.20 %)	3	71.0	40.0	145.0	4	2019
19291 Jasper Hill Rd	Trabuco Canyon	CA	92679	07/29/2019	4333.0	Single Family Residence	3.0	3.0	2985.0	9600.0	1993.0	954000.0	1098460833	Orange County, CA	60624102	127440.0	359233.0	486673.0	5055 (1.03 %)	3	13.0	9.0	23.0	4	2019
811 E Buckeyewood Ave	Orange	CA	92865	07/29/2019	2930.0	Single Family Residence	4.0	3.0	1899.0	8000.0	1964.0	645000.0	1098469385	Orange County, CA	37419318	24752.0	63754.0	88506.0	1217 (1.37 %)	3	55.0	41.0	85.0	4	2019
2917 Ashcreek Ln	Fullerton	CA	92835	07/29/2019	6473.0	Single Family Residence	4.0	3.0	3654.0	12849.0	2001.0	1425000.0	1098462592	Orange County, CA	33665109	751457.0	509376.0	1260833.0	14026 (1.11 %)	3	65.0	49.0	100.0	4	2019
1 Hawthorn	Irvine	CA	92612	07/29/2019	3793.0	Single Family Residence	3.0	2.0	1532.0	6325.0	1973.0	835000.0	1098469286	Orange County, CA	45317205	305380.0	111772.0	417152.0	4341 (1.04 %)	3	30.0	22.0	48.0	4	2019
13881 La Pat Pl	Westminster	CA	92683	07/29/2019	1635.0	Single Family Residence	2.0	1.0	712.0	5432.0	1947.0	360000.0	1098461726	Orange County, CA	20355217	188176.0	32974.0	221150.0	3034 (1.37 %)	3	97.0	79.0	140.0	4	2019
183 Luneta Ln	Rancho Mission Viejo	CA	92694	07/29/2019	3023.0	Single Family Residence						665500.0	1098471000	Orange County, CA	12525129	251162.0	0.0	251162.0	6054 (2.41 %)	0				0	2019
42 Pathway	Irvine	CA	92618	07/29/2019	3259.0	Condominium	3.0	4.0	2107.0		2006.0	717500.0	1098472489	Orange County, CA	93027902	426806.0	290254.0	717060.0	10259 (1.43 %)	3	30.0	22.0	48.0	4	2019
7000 Valley View St	Buena Park	CA	90620	07/29/2019	8176.0	MISCELLANEOUS			1648.0	19500.0	1956.0	1800000.0	1098473042	Orange County, CA	26357101	431333.0	73952.0	505285.0	5874 (1.16 %)	3	71.0	40.0	145.0	4	2019
4702 E Via La Paloma # 12	Orange	CA	92869	07/29/2019	2430.0	Condominium	3.0	2.0	1502.0		1983.0	535000.0	1098461333	Orange County, CA	93822098	334521.0	133401.0	467922.0	5306 (1.13 %)	3	55.0	41.0	85.0	4	2019
1801 E Katella Ave Apt 4044	Anaheim	CA	92805	07/29/2019	1613.0	Condominium	1.0	1.0	728.0		2005.0	355000.0	1098461079	Orange County, CA	93028900	180576.0	151424.0	332000.0	5044 (1.51 %)	3	88.0	71.0	127.0	4	2019
203 Calle Botanico	San Clemente	CA	92673	07/29/2019	4906.0	Single Family Residence	5.0	3.0	2888.0	5249.0	2000.0	1080000.0	1098470136	Orange County, CA	70106148	615357.0	359643.0	975000.0	12279 (1.25 %)	3	28.0	18.0	52.0	4	2019
2081 Orange Ave	Costa Mesa	CA	92627	07/29/2019	4263.0	Single Family Residence	3.0	2.0	1037.0	6000.0	1954.0	938500.0	1098464666	Orange County, CA	42619310	708364.0	41583.0	749947.0	8545 (1.13 %)	3	94.0	65.0	162.0	4	2019
1431 E Pinewood Ave	Anaheim	CA	92805	07/29/2019	2485.0	Single Family Residence	3.0	2.0	1278.0	6300.0	1954.0	547000.0	1098463003	Orange County, CA	7334232	22049.0	37481.0	59530.0	943 (1.58 %)	3	88.0	71.0	127.0	4	2019
6221 Acacia Ave	Garden Grove	CA	92845	07/29/2019	3293.0	Single Family Residence	3.0	3.0	1808.0	6200.0	1963.0	725000.0	1098471563	Orange County, CA	13071108	27227.0	63191.0	90418.0	1634 (1.80 %)	3	76.0	57.0	122.0	4	2019
2615 Calle Del Comercio	San Clemente	CA	92672	07/29/2019	6927.0	Multi-Family Dwellings		1.0	360.0	5000.0	1947.0	1525000.0	1098460934	Orange County, CA	6004209	1159448.0	245552.0	1405000.0	14251 (1.01 %)	3	28.0	18.0	52.0	4	2019
8933 Biscayne Ct # 152	Huntington Beach	CA	92646	07/29/2019	1862.0	Condominium	2.0	2.0	1056.0		1974.0	410000.0	1098461836	Orange County, CA	93352152	328902.0	66450.0	395352.0	4664 (1.17 %)	3	57.0	47.0	82.0	4	2019
2409 W Hall Ave	Santa Ana	CA	92704	07/29/2019	3234.0	Single Family Residence	4.0	3.0	1716.0	6050.0	1976.0	712000.0	1098473026	Orange County, CA	41231417	50162.0	68458.0	118620.0	1585 (1.33 %)	3	128.0	128.0	128.0	4	2019
17921 Norwood Park Pl	Tustin	CA	92780	07/29/2019	3089.0	Single Family Residence	3.0	2.0	1206.0	7247.0	1952.0	680000.0	1098467957	Orange County, CA	40142324	621522.0	72078.0	693600.0	7886 (1.13 %)	3	66.0	54.0	94.0	4	2019
214 E Ellsworth Ave	Anaheim	CA	92805	07/29/2019	2498.0	Single Family Residence	3.0	2.0	1320.0	4667.0	1923.0	550000.0	1098468818	Orange County, CA	25108305	367482.0	130278.0	497760.0	9386 (1.88 %)	3	88.0	71.0	127.0	4	2019
21032 Larchmont Dr	Lake Forest	CA	92630	07/29/2019	2816.0	Single Family Residence	4.0	2.0	1164.0	4500.0	1980.0	620000.0	1098470208	Orange County, CA	83743214	437767.0	95529.0	533296.0	5426 (1.01 %)	3	29.0	23.0	42.0	4	2019
2442 Coventry Cir # 53	Fullerton	CA	92833	07/29/2019	1930.0	Condominium	2.0	2.0	966.0		1980.0	425000.0	1098607106	Orange County, CA	93111453	76463.0	104548.0	181011.0	2309 (1.27 %)	3	65.0	49.0	100.0	4	2019
985 E Birch St	Brea	CA	92821	07/29/2019	29525.0	Governmental / Public Use (general)						6500000.0	1098614413	Orange County, CA	31910404					3	86.0	73.0	118.0	4	2019
1409 E Oakmont Ave	Orange	CA	92867	07/29/2019	3066.0	Single Family Residence	3.0	2.0	1189.0	7020.0	1955.0	675000.0	1098567781	Orange County, CA	38629317	575937.0	82983.0	658920.0	7333 (1.11 %)	3	55.0	41.0	85.0	4	2019
955 E Birch St	Brea	CA	92821	07/29/2019	29525.0	Miscellaneous (general)						6500000.0	1098514167	Orange County, CA	31910407					3	86.0	73.0	118.0	4	2019
12568 Montecito Rd # 6	Seal Beach	CA	90740	07/29/2019	1976.0	Condominium	2.0	2.0	951.0		1978.0	435000.0	1098475953	Orange County, CA	93581060	245148.0	81385.0	326533.0	4079 (1.24 %)	3	42.0	18.0	97.0	4	2019
15 Avance Ln	Foothill Ranch	CA	92610	07/29/2019	4179.0	Single Family Residence	4.0	3.0	2488.0	6300.0	1994.0	920000.0	1098475201	Orange County, CA	60120132	296340.0	344546.0	640886.0	6615 (1.03 %)	3				4	2019
9 Pappagallo Pt	Aliso Viejo	CA	92656	07/29/2019	2294.0	Condominium	2.0	2.0	1024.0		1989.0	505000.0	1098626267	Orange County, CA	93453226	338111.0	137889.0	476000.0	4791 (1.00 %)	3	16.0	10.0	29.0	4	2019
35 Wellington Pl	Aliso Viejo	CA	92656	07/26/2019	3452.0	Condominium	3.0	3.0	1799.0		1998.0	760000.0	1098319907	Orange County, CA	93787439	425091.0	212473.0	637564.0	6413 (1.00 %)	3	16.0	10.0	29.0	4	2019
1060 E Chestnut St	Anaheim	CA	92805	07/29/2019	2385.0	Condominium	3.0	3.0	1411.0		1996.0	525000.0	1098477325	Orange County, CA	93014646	74395.0	146044.0	220439.0	2749 (1.24 %)	3	88.0	71.0	127.0	4	2019
26612 Altanero	Mission Viejo	CA	92691	07/29/2019	4020.0	Single Family Residence	4.0	3.0	2164.0	6344.0	1975.0	885000.0	1098475894	Orange County, CA	81119126	582422.0	136197.0	718619.0	7330 (1.02 %)	3	29.0	25.0	39.0	4	2019
37 Grant	Irvine	CA	92620	07/29/2019	3902.0	Single Family Residence	3.0	2.0	1672.0	5000.0	1978.0	859000.0	1098615363	Orange County, CA	52912416	407217.0	132590.0	539807.0	5753 (1.06 %)	3	30.0	22.0	48.0	4	2019
16542 Blackbeard Ln Apt 302	Huntington Beach	CA	92649	07/29/2019	1454.0	Condominium	2.0	2.0	1166.0		1980.0	320000.0	1098623730	Orange County, CA	93771039	67739.0	108143.0	175882.0	2279 (1.29 %)	3	57.0	47.0	82.0	4	2019
18000 Von Karman Ave	Irvine	CA	92612	07/29/2019	691805.0	MISCELLANEOUS				11.96		152302500.0	1098552909	Orange County, CA	44509126	69291056.0	54938179.0	124229235.0	1374256 (1.10 %)	3	30.0	22.0	48.0	4	2019
935 E Birch St	Brea	CA	92821	07/29/2019	29525.0	MISCELLANEOUS						6500000.0	1098608941	Orange County, CA	31910402					3	86.0	73.0	118.0	4	2019
54 Corte Vidriosa	San Clemente	CA	92673	07/29/2019	5219.0	Single Family Residence	3.0	3.0	3069.0	8397.0	2003.0	1149000.0	1098474954	Orange County, CA	70135228	464018.0	506690.0	970708.0	14207 (1.46 %)	3	28.0	18.0	52.0	4	2019
805 Trailblaze	Irvine	CA	92618	07/29/2019	3093.0	Condominium	2.0	3.0	1706.0			681000.0	1100848895	Orange County, CA	93020803					0	30.0	22.0	48.0	0	2019
9166 Cerritos Ave Unit 46	Anaheim	CA	92804	07/26/2019	1363.0	Cooperative	2.0	2.0	966.0		1964.0	300000.0	1098319996	Orange County, CA	89709046	77751.0	58056.0	135807.0	1940 (1.42 %)	3	88.0	71.0	127.0	4	2019
441 Via Lido Soud	Newport Beach	CA	92663	07/29/2019	14831.0	Multi-Family Dwellings			2370.0		1952.0	3265000.0	1098557368	Orange County, CA	42320511	2801163.0	215472.0	3016635.0	32202 (1.06 %)	3	49.0	31.0	90.0	4	2019
4142 Elizabeth Ct	Cypress	CA	90630	07/29/2019	2530.0	Single Family Residence	3.0	2.0	1426.0	1821.0	1966.0	557000.0	1098476955	Orange County, CA	24207786	347127.0	78433.0	425560.0	5077 (1.19 %)	3	31.0	15.0	68.0	4	2019
656 W Vermont Ave	Anaheim	CA	92805	07/29/2019	2248.0	Condominium	3.0	3.0	1248.0		1998.0	495000.0	1098474133	Orange County, CA	93823302	289482.0	109518.0	399000.0	4836 (1.21 %)	3	88.0	71.0	127.0	4	2019
108 Painted Trellis	Irvine	CA	92620	07/29/2019	3679.0	Condominium	3.0	3.0	1626.0			810000.0	1098474038	Orange County, CA	93131864	443532.0	259496.0	703028.0	10169 (1.44 %)	3	30.0	22.0	48.0	4	2019
13824 Platt Way	Tustin	CA	92780	07/26/2019	3216.0	Single Family Residence	3.0	3.0	1495.0	3263.0	1999.0	708000.0	1098319499	Orange County, CA	40166123	337795.0	168810.0	506605.0	5885 (1.16 %)	3	66.0	54.0	94.0	4	2019
32 Gingerwood	Irvine	CA	92603	07/29/2019	3520.0	Condominium	2.0	2.0	1643.0		2004.0	775000.0	1098624962	Orange County, CA	93121685	554689.0	226947.0	781636.0	10444 (1.33 %)	3	30.0	22.0	48.0	4	2019
18122 Blue Ridge Dr	Santa Ana	CA	92705	07/26/2019	4542.0	Single Family Residence	3.0	3.0	2077.0	15500.0	1960.0	1000000.0	1098430442	Orange County, CA	39534304	322616.0	189950.0	512566.0	5873 (1.14 %)	3	128.0	128.0	128.0	4	2019
17352 Laurie Ln	Tustin	CA	92780	07/26/2019	3552.0	Single Family Residence	4.0	3.0	2048.0	7200.0	1965.0	782000.0	1098420106	Orange County, CA	39502303	123410.0	159698.0	283108.0	3417 (1.20 %)	3	66.0	54.0	94.0	4	2019
23150 Foxtail Dr	Yorba Linda	CA	92887	07/26/2019	3407.0	Single Family Residence	3.0	3.0	1803.0	5170.0	1988.0	750000.0	1098401338	Orange County, CA	32907203	513821.0	188082.0	701903.0	8386 (1.19 %)	3	22.0	12.0	44.0	4	2019
2743 Bayberry Way	Fullerton	CA	92833	07/26/2019	3752.0	Single Family Residence	4.0	3.0	2334.0	4635.0	1975.0	826000.0	1098430435	Orange County, CA	28009151	493560.0	151627.0	645187.0	7336 (1.13 %)	3	65.0	49.0	100.0	4	2019
5022 Alcorn Ln	Irvine	CA	92603	07/26/2019	5760.0	Single Family Residence	4.0	2.0	2060.0	5661.0	1968.0	1268000.0	1098409393	Orange County, CA	46301204	810792.0	147074.0	957866.0	9940 (1.03 %)	3	30.0	22.0	48.0	4	2019
